PLAYER;TEAM;DIV;EST POS;POS;EST ROLE;ROLE;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;DD;TD;MP;PT;RB;AS;ST;BS;TO;PF;EF;PER;PIE;2PM;2PA;2P%;3PM;3PA;3P%;FGM;FGA;FG%;FTM;FTA;FT%;ORTG;DRTG;NRTG;OBPM;DBPM;BPM;VORP;OWS;DWS;WS;WS/40;FIC;FIC/Gm;AS RATIO;AS RATE;AS/TO;REB%;ST%;BS%;USAGE;TS%;EFG%;TOV%;ORB%;FT-RATE
Filip Vozar;Würzburg Baskets Akademie;B;2.5;Wing;3.7;Neutral;2007;8;121.7;29;15;8;1;0;8;6;25;0;0;15.2;3.6;1.9;1.0;0.1;0.0;1.0;0.8;3.1;10.6;1.8;5;11;45.5;5;15;33.3;10;26;38.5;4;8;50.0;97.5;107.5;-10.0;-1.7;-0.9;-2.6;0.0;0.1;-0.1;0.0;0.0;17.3;2.2;7.4;20.3;1.0;6.4;0.4;0.0;12.3;49.7;48.1;21.3;5.6;15.4
Jonas Keil;HAKRO Merlins Crailsheim;B;2.8;Wing;4.2;Receiver;2005;9;178.2;29;22;6;9;0;27;12;16;0;0;19.8;3.2;2.4;0.7;1.0;0.0;3.0;1.3;1.8;1.7;0.0;9;28;32.1;1;3;33.3;10;31;32.3;8;10;80.0;53.7;100.4;-46.7;-6.6;-0.7;-7.3;-2.5;-0.8;0.0;-0.7;-0.2;2.5;0.3;3.6;9.4;0.2;6.8;2.5;0.0;15.5;41.4;33.9;43.2;5.5;25.8
Dominic Mack;Porsche BBA Ludwigsburg;A;2.8;Wing;3.2;Neutral;2007;6;57.2;29;13;3;4;0;3;8;32;0;0;9.5;4.8;2.2;0.5;0.7;0.0;0.5;1.3;5.3;31.3;3.5;6;13;46.2;3;6;50.0;9;19;47.4;8;12;66.7;126.7;87.2;39.5;-2.9;-0.7;-3.6;-0.1;0.3;0.2;0.5;0.3;21.8;3.6;4.0;10.6;1.0;12.8;3.5;0.0;19.4;60.9;55.3;11.0;13.7;42.1
Jonas Groß;Young Rasta Dragons;A;1.6;Point;4.2;Receiver;2005;8;110.6;29;9;8;6;0;12;10;9;0;0;13.8;3.6;1.1;1.0;0.8;0.0;1.5;1.3;1.1;6.5;-0.6;6;15;40.0;5;23;21.7;11;38;28.9;2;6;33.3;73.1;91.7;-18.6;-2.9;-0.9;-3.8;-0.5;-0.3;0.2;-0.1;0.0;3.5;0.4;5.2;14.7;0.7;4.7;2.8;0.0;20.2;35.9;35.5;22.8;6.1;5.3
Nicolas Lehmann;Team Südhessen;B;2.0;Combo;3.6;Neutral;2005;10;168.9;28;13;10;9;0;9;8;39;0;0;16.9;2.8;1.3;1.0;0.9;0.0;0.9;0.8;3.9;11.4;3.3;11;19;57.9;2;5;40.0;13;24;54.2;0;1;0.0;93.5;99.3;-5.8;-1.5;1.0;-0.5;0.8;0.1;0.1;0.2;0.0;26.1;2.6;9.6;28.2;1.1;4.3;2.6;0.0;8.3;57.4;58.3;26.9;1.9;0.0
Moritz Herbst;TS Jahn München;B;1.5;Point;3.1;Neutral;2005;8;154.9;28;19;24;9;1;18;4;30;0;0;19.4;3.5;2.4;3.0;1.1;0.1;2.3;0.5;3.8;10.4;3.3;7;25;28.0;1;8;12.5;8;33;24.2;11;19;57.9;72.2;90.8;-18.5;-1.4;0.4;-1.0;0.5;-0.4;0.3;-0.1;0.0;25.9;3.2;11.0;37.0;1.3;6.8;3.0;0.7;16.7;34.5;25.8;30.3;4.3;33.3
Rephael Edward;Eintracht Frankfurt;B;4.5;Forward;4.3;Receiver;2007;13;142.0;28;44;4;8;2;11;23;61;0;0;10.9;2.2;3.4;0.3;0.6;0.2;0.8;1.8;4.7;17.0;2.2;11;20;55.0;0;2;0.0;11;22;50.0;6;9;66.7;100.1;80.9;19.2;-0.3;-0.3;-0.6;0.8;0.2;0.5;0.7;0.2;38.6;3.0;3.9;10.5;0.4;16.3;2.8;1.4;10.7;54.7;50.0;29.8;17.5;27.3
Eren Simbil;Alba Berlin;A;2.3;Combo;2.7;Creator;2005;3;56.3;28;7;4;5;0;9;7;24;0;0;18.8;9.3;2.3;1.3;1.7;0.0;3.0;2.3;8.0;21.0;6.0;9;15;60.0;2;6;33.3;11;21;52.4;4;5;80.0;87.7;80.7;7.0;-2.7;0.0;-2.6;0.1;0.0;0.2;0.2;0.1;12.9;4.3;4.8;12.1;0.4;6.1;4.0;0.0;22.6;60.9;57.1;27.9;5.3;19.0
Alejandro Ruano Garayoa;ART Giants Düsseldorf;B;2.8;Wing;3.8;Neutral;2007;5;95.8;28;15;3;5;0;8;15;19;0;0;19.2;5.6;3.0;0.6;1.0;0.0;1.6;3.0;3.8;11.8;-0.3;9;16;56.3;1;8;12.5;10;24;41.7;7;17;41.2;83.8;110.4;-26.6;-4.8;-0.3;-5.1;-1.0;0.0;-0.1;-0.2;-0.1;10.1;2.0;2.9;7.4;0.4;8.6;2.6;0.0;17.3;45.5;43.8;20.3;11.5;29.2
Finn Paris;Baskets Paderborn;A;2.4;Combo;4.2;Receiver;2006;12;194.7;28;30;23;11;1;27;17;39;0;0;16.2;2.3;2.5;1.9;0.9;0.1;2.3;1.4;3.3;6.3;1.5;9;22;40.9;0;8;0.0;9;30;30.0;10;16;62.5;65.7;94.5;-28.8;-3.3;0.6;-2.7;-0.3;-0.6;0.3;-0.3;-0.1;23.5;2.0;10.6;33.2;0.9;9.0;2.8;0.5;14.3;38.5;30.0;42.1;5.1;33.3
Elias Bittel;Würzburg Baskets Akademie;B;1.5;Point;3.7;Neutral;2007;10;164.3;28;9;13;6;0;21;19;18;0;0;16.4;2.8;0.9;1.3;0.6;0.0;2.1;1.9;1.8;3.1;-0.1;10;22;45.5;2;6;33.3;12;28;42.9;2;3;66.7;69.1;104.5;-35.5;-4.1;0.0;-4.1;-0.9;-0.3;-0.1;-0.4;-0.1;1.4;0.1;8.6;24.5;0.6;3.0;1.8;0.0;12.6;47.9;46.4;41.7;0.8;7.1
Ben Groß;TG Hanau;B;1.9;Combo;3.3;Neutral;2006;4;87.6;28;2;7;1;2;4;4;14;0;0;21.9;7.0;0.5;1.8;0.3;0.5;1.0;1.0;3.5;12.2;2.1;10;25;40.0;2;8;25.0;12;33;36.4;2;3;66.7;84.7;116.0;-31.3;-3.7;-0.6;-4.2;-0.7;0.0;-0.2;-0.2;-0.1;7.6;1.9;6.1;17.6;1.8;1.3;0.6;2.0;19.7;40.9;39.4;10.4;0.0;6.1
Elhadj Lamin Gassama;HAKRO Merlins Crailsheim;B;3.9;Forward;2.2;Creator;2005;4;66.8;28;18;4;6;1;6;6;39;0;0;16.7;7.0;4.5;1.0;1.5;0.3;1.5;1.5;9.8;29.6;9.9;8;15;53.3;4;9;44.4;12;24;50.0;0;0;0.0;101.9;82.6;19.3;-3.0;-0.1;-3.1;-0.1;0.2;0.2;0.4;0.2;27.5;6.9;4.5;13.0;0.7;14.1;4.7;1.7;19.8;58.3;58.3;20.0;13.2;0.0
Luis Sziede;VfL Kirchheim Knights;B;3.3;Forward;5.0;Receiver;2005;12;206.9;27;35;8;6;0;12;21;35;0;0;17.2;2.3;2.9;0.7;0.5;0.0;1.0;1.8;2.9;4.8;0.7;11;30;36.7;1;11;9.1;12;41;29.3;2;2;100.0;69.6;98.1;-28.5;-2.7;0.5;-2.3;-0.1;-0.3;0.1;-0.2;0.0;15.8;1.3;4.9;14.4;0.7;9.5;1.5;0.0;11.5;32.3;30.5;22.3;5.5;4.9
Muhamad-Adel Soumare Medford;UBC Münster;A;4.8;Big;4.2;Receiver;2006;7;118.1;27;36;5;3;1;7;23;48;0;0;16.9;3.9;5.1;0.7;0.4;0.1;1.0;3.3;6.9;14.6;2.4;13;29;44.8;0;0;0.0;13;29;44.8;1;2;50.0;96.2;97.2;-1.0;-2.7;-0.6;-3.3;-0.4;0.1;0.1;0.2;0.1;26.0;3.7;4.8;13.2;0.7;16.7;1.3;0.7;13.0;45.3;44.8;19.0;13.8;3.4
Leonard Dertmann;UBC Münster;A;3.9;Forward;4.1;Receiver;2007;8;148.2;27;26;3;5;2;11;15;42;0;0;18.5;3.4;3.3;0.4;0.6;0.3;1.4;1.9;5.3;12.0;2.4;9;12;75.0;0;0;0.0;9;12;75.0;9;16;56.3;99.5;101.4;-1.9;-1.4;0.3;-1.1;0.5;0.1;0.1;0.2;0.1;25.8;3.2;3.8;9.6;0.3;9.1;1.6;1.1;8.4;73.4;75.0;36.6;7.8;75.0
Max Adamczyk;ART Giants Düsseldorf;B;2.1;Combo;2.3;Creator;2006;6;67.3;27;8;6;2;0;8;6;24;0;0;11.2;4.5;1.3;1.0;0.3;0.0;1.3;1.0;4.0;19.6;3.4;8;12;66.7;3;10;30.0;11;22;50.0;2;2;100.0;98.0;115.5;-17.5;-5.2;-0.8;-5.9;-1.0;0.1;-0.2;0.0;0.0;13.3;2.2;6.1;18.7;0.8;7.0;1.6;0.0;20.7;59.2;56.8;25.9;3.5;9.1
Emre Gülseckin;SG Junior Löwen Braunschweig;B;1.5;Point;4.1;Receiver;2005;7;150.2;27;10;13;10;1;20;25;5;0;0;21.5;3.9;1.4;1.9;1.4;0.1;2.9;3.6;0.7;0.5;-3.2;9;31;29.0;1;9;11.1;10;40;25.0;6;12;50.0;55.7;97.3;-41.6;-5.4;-0.3;-5.7;-1.6;-0.8;0.1;-0.6;-0.2;-8.0;-1.1;6.4;19.0;0.7;3.8;3.4;0.7;19.1;30.1;26.3;30.6;1.6;15.0
Alfred Milatz;Niners Chemnitz Academy;A;2.2;Combo;4.5;Receiver;2006;12;247.6;27;35;21;10;0;22;13;32;0;0;20.6;2.3;2.9;1.8;0.8;0.0;1.8;1.1;2.7;5.0;1.2;5;13;38.5;3;26;11.5;8;39;20.5;8;16;50.0;64.6;108.0;-43.5;-2.8;1.0;-1.8;0.1;-0.7;-0.1;-0.8;-0.1;23.0;1.9;9.0;28.8;1.0;8.6;2.1;0.0;12.4;29.7;24.4;32.3;5.3;20.5
Mathieu Adovi-Ley;Hamburg Towers;A;5.0;Big;4.6;Receiver;2006;10;111.9;26;40;1;3;0;8;22;40;0;0;11.2;2.6;4.0;0.1;0.3;0.0;0.8;2.2;4.0;10.9;1.6;8;24;33.3;0;0;0.0;8;24;33.3;10;16;62.5;83.0;84.0;-1.0;-3.6;-0.8;-4.3;-0.7;-0.1;0.4;0.3;0.1;19.5;2.0;1.0;2.5;0.1;19.5;1.3;0.0;14.2;42.8;33.3;20.5;9.6;41.7
Kayaan Yeboah;Orange Academy;B;2.7;Wing;4.0;Receiver;2008;5;84.0;26;10;4;4;4;7;8;15;0;0;16.8;5.2;2.0;0.8;0.8;0.8;1.4;1.6;3.0;10.4;0.9;8;17;47.1;2;16;12.5;10;33;30.3;4;7;57.1;73.0;86.6;-13.6;-3.3;-0.3;-3.6;-0.3;-0.2;0.2;0.0;0.0;7.9;1.6;3.3;9.1;0.6;5.7;2.4;4.0;22.2;36.3;33.3;16.2;3.7;12.1
Jakob Käufler;Orange Academy;B;3.0;Wing;4.0;Neutral;2007;6;108.7;26;19;4;8;0;9;13;28;0;0;18.1;4.3;3.2;0.7;1.3;0.0;1.5;2.2;4.7;11.3;2.7;8;24;33.3;1;3;33.3;9;27;33.3;7;9;77.8;77.2;86.4;-9.1;-2.9;0.6;-2.2;0.1;-0.1;0.3;0.1;0.1;13.9;2.3;3.5;9.7;0.4;8.9;3.9;0.0;16.3;42.5;35.2;22.5;3.1;25.9
Ivan Kharchenkov;FC Bayern München;A;2.8;Wing;2.6;Creator;2006;1;32.5;26;10;3;4;0;6;2;25;1;0;32.5;26.0;10.0;3.0;4.0;0.0;6.0;2.0;25.0;40.9;19.5;8;14;57.1;1;7;14.3;9;21;42.9;7;7;100.0;92.7;86.1;6.6;-2.3;0.7;-1.6;0.5;0.0;0.1;0.1;0.2;15.4;15.4;3.7;9.7;0.5;19.2;6.0;0.0;41.3;54.6;45.2;19.9;4.4;33.3
Gustav Kringel;Rostock Seawolves;B;2.6;Wing;4.2;Receiver;2007;6;157.9;26;28;9;6;0;16;16;29;0;0;26.3;4.3;4.7;1.5;1.0;0.0;2.7;2.7;4.8;6.7;1.7;3;8;37.5;3;16;18.8;6;24;25.0;11;17;64.7;73.0;96.4;-23.4;-3.5;0.8;-2.7;-0.3;-0.3;0.2;-0.1;0.0;15.6;2.6;6.3;18.0;0.6;9.6;1.9;0.0;13.1;42.2;31.3;33.7;5.6;45.8
Cem Ünver;BBA Hagen;B;4.5;Forward;3.7;Neutral;2005;8;95.1;26;28;2;7;2;11;23;33;0;0;11.9;3.3;3.5;0.3;0.9;0.3;1.4;2.9;4.1;14.6;0.2;9;20;45.0;0;2;0.0;9;22;40.9;8;16;50.0;80.0;98.4;-18.3;-6.1;0.2;-5.9;-1.2;-0.1;0.1;0.0;0.0;16.8;2.1;1.9;4.9;0.2;15.0;3.7;2.4;17.5;45.8;40.9;27.5;15.5;36.4
Fiete Nimmich;Rostock Seawolves;B;5.0;Big;3.5;Neutral;2007;8;102.6;25;28;6;0;3;8;6;44;0;0;12.8;3.1;3.5;0.8;0.0;0.4;1.0;0.8;5.5;17.5;3.3;10;15;66.7;1;4;25.0;11;19;57.9;2;4;50.0;104.8;106.6;-1.9;-3.0;-0.4;-3.4;-0.3;0.2;-0.1;0.1;0.0;31.3;3.9;7.2;19.9;0.8;14.3;0.0;2.7;11.4;60.7;60.5;27.8;12.3;10.5
Paul Luis Schwabe;Young Rasta Dragons;A;5.0;Big;4.6;Receiver;2005;9;75.5;24;28;0;1;0;5;15;29;0;0;8.4;2.7;3.1;0.0;0.1;0.0;0.6;1.7;3.2;15.3;0.8;10;24;41.7;0;1;0.0;10;25;40.0;4;8;50.0;93.3;90.0;3.3;-3.9;-2.1;-5.9;-1.0;0.0;0.2;0.2;0.1;15.3;1.7;0.0;0.0;0.0;21.8;0.7;0.0;18.5;42.6;40.0;14.9;20.5;16.0
Laurenz Wulf;Hamburg Towers;A;4.4;Forward;3.3;Neutral;2005;4;74.3;24;14;4;6;3;10;8;28;0;0;18.6;6.0;3.5;1.0;1.5;0.8;2.5;2.0;7.0;19.6;5.2;9;18;50.0;1;1;100.0;10;19;52.6;3;7;42.9;80.8;83.2;-2.4;-2.3;1.0;-1.4;0.5;-0.1;0.3;0.2;0.1;17.4;4.3;4.1;12.1;0.4;11.6;4.4;4.2;20.2;55.0;55.3;31.2;5.0;15.8
Silian Felix Bonacker;ROTH Energie BBA GIESSEN 46ers;A;2.8;Wing;3.9;Neutral;2005;9;162.7;24;21;14;4;1;11;10;26;0;0;18.1;2.7;2.3;1.6;0.4;0.1;1.2;1.1;2.9;7.1;1.4;8;21;38.1;1;7;14.3;9;28;32.1;5;13;38.5;74.3;110.8;-36.5;-3.7;0.4;-3.3;-0.5;-0.2;-0.2;-0.4;-0.1;18.4;2.0;9.8;29.2;1.3;6.7;1.2;0.5;11.3;36.1;33.9;24.6;3.8;17.9
Ole Schiffer;RheinStars Köln;B;2.2;Combo;1.9;Pure Creator;2007;4;36.6;24;8;4;2;0;2;2;30;0;0;9.2;6.0;2.0;1.0;0.5;0.0;0.5;0.5;7.5;45.2;6.8;3;4;75.0;6;11;54.5;9;15;60.0;0;0;0.0;145.4;88.9;56.5;-2.4;-0.2;-2.5;0.3;0.3;0.1;0.4;0.4;22.0;5.5;7.5;22.5;2.0;12.2;2.8;0.0;19.2;80.0;80.0;11.8;2.8;0.0
Andreas Basonidis;TS Jahn München;B;1.0;Point;2.9;Creator;2007;4;70.3;24;4;10;5;0;13;5;9;0;0;17.6;6.0;1.0;2.5;1.3;0.0;3.3;1.3;2.3;8.7;1.0;2;8;25.0;4;19;21.1;6;27;22.2;8;8;100.0;72.9;85.3;-12.5;-3.7;-1.0;-4.6;-0.7;-0.2;0.2;0.0;0.0;3.8;0.9;7.1;21.8;0.8;3.3;3.7;0.0;26.2;39.7;29.6;29.9;3.0;29.6
Ben Denkena;Baskets Juniors Oldenburg;A;1.9;Combo;4.1;Receiver;2005;5;81.8;24;5;1;4;0;3;10;18;0;0;16.4;4.8;1.0;0.2;0.8;0.0;0.6;2.0;3.6;12.5;1.9;6;10;60.0;3;11;27.3;9;21;42.9;3;4;75.0;105.6;91.3;14.2;-2.5;0.0;-2.6;0.0;0.1;0.2;0.3;0.1;7.5;1.5;1.5;3.8;0.3;3.7;2.5;0.0;13.3;53.1;50.0;11.6;0.0;14.3
Nik Fassnacht;HAKRO Merlins Crailsheim;B;1.5;Point;2.4;Creator;2006;3;84.9;23;11;11;5;1;17;5;16;0;0;28.3;7.7;3.7;3.7;1.7;0.3;5.7;1.7;5.3;8.1;4.0;10;20;50.0;0;3;0.0;10;23;43.5;3;8;37.5;65.4;92.5;-27.2;-4.3;-0.5;-4.8;-0.9;-0.4;0.1;-0.2;-0.1;9.5;3.2;8.1;23.9;0.6;7.0;2.9;1.4;21.6;43.9;43.5;39.0;5.4;13.0
Lukas Vogl;TS Jahn München;B;2.0;Combo;3.6;Neutral;2007;7;89.5;23;8;7;1;0;7;4;7;0;0;12.8;3.3;1.1;1.0;0.1;0.0;1.0;0.6;1.0;8.0;0.2;2;8;25.0;5;14;35.7;7;22;31.8;4;14;28.6;79.9;99.6;-19.8;-2.7;-1.4;-4.1;-0.5;-0.1;0.0;-0.1;0.0;7.3;1.0;6.4;18.9;1.0;4.6;0.6;0.0;16.8;41.7;43.2;19.9;4.7;18.2
Ben Longerich;BBA Hagen;B;2.2;Combo;4.7;Receiver;2006;7;146.2;23;16;6;3;0;11;6;-4;0;0;20.9;3.3;2.3;0.9;0.4;0.0;1.6;0.9;-0.6;-1.0;-2.3;1;15;6.7;6;32;18.8;7;47;14.9;3;4;75.0;53.5;109.2;-55.7;-4.8;-0.6;-5.5;-1.4;-0.6;-0.2;-0.8;-0.2;-5.3;-0.8;3.7;9.8;0.5;5.4;1.0;0.0;16.9;23.7;21.3;18.4;3.9;6.4
Alen Blakaj;Young Rasta Dragons;A;3.9;Forward;4.4;Receiver;2007;6;75.0;23;12;5;2;4;2;9;21;0;0;12.5;3.8;2.0;0.8;0.3;0.7;0.3;1.5;3.5;13.9;1.4;7;17;41.2;0;13;0.0;7;30;23.3;9;9;100.0;89.7;92.2;-2.6;-3.1;-0.4;-3.5;-0.2;0.0;0.1;0.2;0.1;11.4;1.9;4.9;13.4;2.5;9.3;1.3;5.1;19.9;34.2;23.3;5.6;4.3;30.0
Maximilian Peters;Eintracht Frankfurt;B;3.5;Forward;4.1;Receiver;2007;9;87.3;22;19;3;3;1;10;6;23;0;0;9.7;2.4;2.1;0.3;0.3;0.1;1.1;0.7;2.6;11.3;1.9;5;8;62.5;3;11;27.3;8;19;42.1;3;7;42.9;78.4;84.7;-6.4;-2.3;-0.7;-3.1;-0.1;-0.1;0.3;0.2;0.1;14.6;1.6;3.4;9.1;0.3;11.5;1.7;1.1;15.0;50.5;50.0;31.2;5.8;15.8
Osaigbovo Idehen Aguebor;Baskets Paderborn;A;5.0;Big;3.6;Neutral;2008;3;39.8;22;19;1;2;3;1;6;35;0;0;13.3;7.3;6.3;0.3;0.7;1.0;0.3;2.0;11.7;39.0;5.6;8;14;57.1;0;4;0.0;8;18;44.4;6;7;85.7;128.2;92.6;35.6;-3.1;-0.9;-4.1;-0.2;0.3;0.1;0.3;0.3;24.6;8.2;1.8;4.4;1.0;24.1;2.4;6.2;21.9;52.9;44.4;4.5;25.3;33.3
Liam Gföllner;Alba Berlin;A;1.8;Combo;4.0;Receiver;2007;7;90.0;22;11;7;2;0;17;8;4;0;0;12.9;3.1;1.6;1.0;0.3;0.0;2.4;1.1;0.6;0.0;-0.9;3;16;18.8;1;6;16.7;4;22;18.2;13;16;81.3;60.7;89.0;-28.3;-4.5;-1.2;-5.7;-1.1;-0.4;0.2;-0.2;-0.1;-3.8;-0.5;5.7;14.6;0.4;6.7;1.0;0.0;20.1;38.7;20.5;36.9;2.5;59.1
Linus Jürgens;Baskets Paderborn;A;1.9;Combo;3.7;Neutral;2006;7;57.0;22;3;2;4;0;2;3;17;0;0;8.1;3.1;0.4;0.3;0.6;0.0;0.3;0.4;2.4;20.7;1.7;4;7;57.1;4;12;33.3;8;19;42.1;2;3;66.7;109.4;101.2;8.2;-3.4;-0.6;-3.9;-0.2;0.2;0.0;0.2;0.1;12.1;1.7;3.2;8.8;1.0;3.3;3.6;0.0;17.9;54.5;52.6;9.0;7.2;10.5
Noe Baucks;Baskets Paderborn;A;2.7;Wing;3.1;Neutral;2006;6;50.4;22;9;1;6;1;5;5;28;0;0;8.4;3.7;1.5;0.2;1.0;0.2;0.8;0.8;4.7;27.9;3.4;3;7;42.9;3;4;75.0;6;11;54.5;7;8;87.5;109.3;85.0;24.3;-3.9;0.5;-3.3;0.0;0.1;0.2;0.3;0.2;18.3;3.0;2.0;5.0;0.2;10.8;5.9;1.8;16.9;77.5;68.2;25.6;2.6;63.6
Isaiah Javante Batiste;ROTH Energie BBA GIESSEN 46ers;A;3.6;Forward;4.0;Receiver;2006;6;85.3;22;18;2;4;0;4;13;31;0;0;14.2;3.7;3.0;0.3;0.7;0.0;0.7;2.2;5.2;16.6;2.4;8;16;50.0;2;5;40.0;10;21;47.6;0;0;0.0;103.6;110.2;-6.6;-3.9;0.2;-3.8;-0.4;0.1;-0.1;0.1;0.0;17.3;2.9;2.8;7.9;0.5;12.6;2.4;0.0;13.6;52.4;52.4;16.0;11.2;0.0
Eduard Rantz;FC Bayern München;A;4.7;Forward;4.3;Receiver;2007;9;96.9;22;18;2;2;2;5;19;28;0;0;10.8;2.4;2.0;0.2;0.2;0.2;0.6;2.1;3.1;11.8;0.4;6;13;46.2;1;3;33.3;7;16;43.8;7;11;63.6;104.1;107.8;-3.7;-3.0;-0.3;-3.3;-0.2;0.1;-0.1;0.1;0.0;13.1;1.5;2.9;7.5;0.4;11.0;1.0;1.9;11.3;53.9;46.9;19.3;10.6;43.8
Teis Hümmels;Sartorius Juniors;B;4.3;Forward;4.3;Receiver;2005;11;86.3;21;19;5;1;0;5;19;25;0;0;7.8;1.9;1.7;0.5;0.1;0.0;0.5;1.7;2.3;10.6;0.1;8;20;40.0;0;0;0.0;8;20;40.0;5;9;55.6;100.3;92.7;7.6;-2.4;-0.8;-3.2;-0.1;0.1;0.1;0.3;0.1;10.9;1.0;6.0;16.5;1.0;12.4;0.6;0.0;13.4;44.5;40.0;17.3;12.7;25.0
Panagiotis Mousionis;Phoenix Hagen;B;2.6;Wing;3.7;Neutral;2007;7;114.3;21;16;9;4;0;6;17;16;0;0;16.3;3.0;2.3;1.3;0.6;0.0;0.9;2.4;2.3;6.7;-0.6;7;15;46.7;1;13;7.7;8;28;28.6;4;12;33.3;71.5;104.4;-32.9;-4.4;0.2;-4.2;-0.7;-0.2;0.0;-0.3;-0.1;7.3;1.0;7.3;21.7;1.5;7.5;1.8;0.0;15.3;32.0;30.4;15.3;4.8;14.3
Tyrese Leonce;Würzburg Baskets Akademie;B;3.8;Forward;4.0;Neutral;2006;7;85.3;21;16;2;2;1;4;9;29;0;0;12.2;3.0;2.3;0.3;0.3;0.1;0.6;1.3;4.1;13.7;2.3;10;17;58.8;0;1;0.0;10;18;55.6;1;2;50.0;103.2;104.3;-1.1;-3.0;0.0;-3.0;-0.1;0.1;0.0;0.1;0.0;16.0;2.3;3.3;8.6;0.5;10.3;1.1;1.0;11.1;55.9;55.6;17.5;4.3;5.6
Lukas Mutter;Alba Berlin;A;1.0;Point;2.3;Creator;2007;7;83.7;21;7;14;6;0;14;8;27;0;0;12.0;3.0;1.0;2.0;0.9;0.0;2.0;1.1;3.9;14.2;3.0;6;8;75.0;1;5;20.0;7;13;53.8;6;7;85.7;85.1;90.9;-5.8;-2.4;0.3;-2.1;0.3;0.0;0.2;0.1;0.1;16.1;2.3;12.9;42.3;1.0;4.7;3.5;0.0;15.1;66.5;57.7;46.5;1.4;46.2
Paul Manuel Raabe;Alba Berlin;A;1.6;Point;2.9;Creator;2006;5;66.1;21;8;10;9;0;12;15;21;0;0;13.2;4.2;1.6;2.0;1.8;0.0;2.4;3.0;4.2;14.2;1.0;7;17;41.2;0;2;0.0;7;19;36.8;7;10;70.0;77.0;81.1;-4.1;-4.0;1.1;-2.9;0.0;-0.2;0.3;0.1;0.1;9.3;1.9;8.9;26.5;0.8;6.7;6.7;0.0;22.1;45.7;36.8;33.9;5.2;36.8
Sulaiman Al Horda;Team Bonn/Rhöndorf;B;3.9;Forward;3.1;Neutral;2005;4;59.6;21;7;1;0;1;3;7;26;0;0;14.9;5.3;1.8;0.3;0.0;0.3;0.8;1.8;6.5;21.6;5.2;9;9;100.0;1;2;50.0;10;11;90.9;0;0;0.0;147.6;103.9;43.6;-1.0;-0.2;-1.1;0.6;0.3;0.0;0.3;0.2;14.0;3.5;2.6;7.0;0.3;7.5;0.0;1.6;10.0;95.5;95.5;21.4;4.4;0.0
Erik Niggemann;UBC Münster;A;1.6;Point;3.9;Neutral;2007;7;60.0;21;2;0;2;0;2;8;12;0;0;8.6;3.0;0.3;0.0;0.3;0.0;0.3;1.1;1.7;14.1;0.4;3;5;60.0;5;12;41.7;8;17;47.1;0;2;0.0;108.6;111.8;-3.2;-4.0;-0.7;-4.6;-0.5;0.1;-0.1;0.1;0.0;5.5;0.8;0.0;0.0;0.0;1.9;1.6;0.0;14.1;59.0;61.8;10.1;3.9;0.0
Eldin Kücken;Sartorius Juniors;B;3.7;Forward;4.1;Receiver;2005;9;59.2;21;18;2;5;0;6;12;27;0;0;6.6;2.3;2.0;0.2;0.6;0.0;0.7;1.3;3.0;19.2;1.1;5;9;55.6;2;10;20.0;7;19;36.8;5;6;83.3;98.7;82.7;16.1;-3.2;-0.3;-3.5;0.0;0.1;0.2;0.3;0.2;15.0;1.7;2.7;7.1;0.3;17.0;4.2;0.0;18.5;49.1;42.1;21.7;14.7;26.3
Connor Duncan Ritterswürden;Phoenix Hagen;B;4.9;Big;4.2;Receiver;2006;5;112.7;21;22;0;2;4;2;5;40;0;0;22.5;4.2;4.4;0.0;0.4;0.8;0.4;1.0;8.0;16.3;6.1;9;13;69.2;0;0;0.0;9;13;69.2;3;6;50.0;125.5;107.5;17.9;-1.0;1.0;0.0;0.9;0.3;-0.1;0.1;0.1;28.0;5.6;0.0;0.0;0.0;10.2;0.9;2.5;7.0;68.2;69.2;11.3;4.3;23.1
Karl Johan Vändra;ROTH Energie BBA GIESSEN 46ers;A;2.3;Combo;4.3;Receiver;2006;3;63.5;21;10;2;2;0;8;4;7;0;0;21.2;7.0;3.3;0.7;0.7;0.0;2.7;1.3;2.3;7.3;0.7;8;20;40.0;0;3;0.0;8;23;34.8;5;10;50.0;66.9;117.2;-50.3;-5.3;-0.6;-5.9;-1.1;-0.3;-0.1;-0.4;-0.3;2.0;0.7;2.0;5.5;0.3;9.8;1.7;0.0;26.4;38.9;34.8;22.6;3.9;21.7
Paul Schmidt;Tornados Franken;B;3.4;Forward;5.0;Receiver;2006;12;121.9;20;23;6;6;1;8;22;22;0;0;10.2;1.7;1.9;0.5;0.5;0.1;0.7;1.8;1.8;5.4;-0.4;6;15;40.0;1;15;6.7;7;30;23.3;5;8;62.5;73.8;93.7;-19.8;-3.4;-0.1;-3.5;-0.3;-0.2;0.2;0.0;0.0;8.3;0.7;5.2;14.0;0.8;10.3;2.4;0.7;13.7;30.1;25.0;19.3;8.5;16.7
