PLAYER;TEAM;DIV;EST POS;POS;EST ROLE;ROLE;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;DD;TD;MP;PT;RB;AS;ST;BS;TO;PF;EF;PER;PIE;2PM;2PA;2P%;3PM;3PA;3P%;FGM;FGA;FG%;FTM;FTA;FT%;ORTG;DRTG;NRTG;OBPM;DBPM;BPM;VORP;OWS;DWS;WS;WS/40;FIC;FIC/Gm;AS RATIO;AS RATE;AS/TO;REB%;ST%;BS%;USAGE;TS%;EFG%;TOV%;ORB%;FT-RATE
Dante Aruna;USC Heidelberg;B;3.3;Forward;3.7;Neutral;2006;1;4.7;5;2;0;0;0;0;2;3;0;0;4.7;5.0;2.0;0.0;0.0;0.0;0.0;2.0;3.0;50.5;0.0;2;4;50.0;0;0;0.0;2;4;50.0;1;3;33.3;115.8;99.4;16.5;-4.9;-0.5;-5.4;-0.2;0.1;0.0;0.1;0.6;1.9;1.9;0.0;0.0;0.0;27.3;0.0;0.0;51.7;48.1;50.0;0.0;80.5;25.0
#7Bonn;Team Bonn/Rhöndorf;B;1.9;Combo;2.6;Creator;1900;1;13.5;5;0;3;4;0;2;3;9;0;0;13.5;5.0;0.0;3.0;4.0;0.0;2.0;3.0;9.0;36.7;5.5;0;1;0.0;1;1;100.0;1;2;50.0;2;2;100.0;122.7;69.8;52.9;-3.5;1.2;-2.3;0.5;0.1;0.1;0.1;0.4;6.3;6.3;16.0;54.1;1.5;0.0;14.1;0.0;15.1;89.3;75.0;41.0;0.0;100.0
Jonatan Kunze;Niners Chemnitz Academy;A;2.2;Combo;4.9;Receiver;2005;7;48.7;5;2;1;1;0;2;8;1;0;0;7.0;0.7;0.3;0.1;0.1;0.0;0.3;1.1;0.1;-1.0;-1.1;1;4;25.0;1;4;25.0;2;8;25.0;0;0;0.0;64.8;113.6;-48.9;-4.6;0.0;-4.6;-0.4;-0.1;-0.1;-0.2;-0.1;-3.3;-0.5;3.5;9.8;0.5;2.5;1.1;0.0;9.1;31.3;31.3;20.0;2.6;0.0
Pedja Labus;Bayer Giants Leverkusen;A;1.8;Combo;4.3;Receiver;2005;3;23.1;4;3;1;4;0;1;1;6;0;0;7.7;1.3;1.0;0.3;1.3;0.0;0.3;0.3;2.0;13.5;2.0;2;4;50.0;0;3;0.0;2;7;28.6;0;0;0.0;63.7;79.2;-15.4;-3.9;1.0;-2.9;0.3;-0.1;0.1;0.0;0.1;4.5;1.5;4.7;12.2;1.0;7.5;8.2;0.0;14.5;28.6;28.6;12.5;0.0;0.0
Milan Scharf;RheinStars Köln;B;2.5;Wing;3.7;Neutral;2008;2;20.4;4;4;4;0;1;3;4;5;0;0;10.2;2.0;2.0;2.0;0.0;0.5;1.5;2.0;2.5;4.9;0.0;2;3;66.7;0;4;0.0;2;7;28.6;0;0;0.0;71.3;96.6;-25.3;-4.3;-0.1;-4.4;-0.1;-0.1;0.0;0.0;-0.1;2.0;1.0;10.2;37.0;1.3;12.9;0.0;4.9;24.5;28.6;28.6;30.0;7.3;0.0
Robin Jonas Epping;Phoenix Hagen;B;4.5;Forward;3.0;Neutral;2006;2;10.0;4;2;1;0;0;0;2;7;0;0;5.0;2.0;1.0;0.5;0.0;0.0;0.0;1.0;3.5;32.7;2.4;2;2;100.0;0;0;0.0;2;2;100.0;0;0;0.0;201.3;98.8;102.4;-4.4;0.1;-4.3;0.0;0.1;0.0;0.1;0.3;4.0;2.0;13.1;45.5;0.0;10.6;0.0;0.0;9.2;100.0;100.0;0.0;0.0;0.0
Simon Rentz;Metropol Baskets Ruhr;B;1.3;Point;3.9;Neutral;2007;3;31.4;4;4;4;1;0;1;5;9;0;0;10.5;1.3;1.3;1.3;0.3;0.0;0.3;1.7;3.0;11.3;0.8;2;5;40.0;0;0;0.0;2;5;40.0;0;0;0.0;118.3;101.1;17.2;-2.7;0.2;-2.5;0.3;0.1;0.0;0.1;0.1;5.5;1.8;16.7;58.8;4.0;8.2;1.5;0.0;7.6;40.0;40.0;16.7;12.1;0.0
Kilian Walter;Bamberg freakcity academy;A;1.6;Point;4.4;Receiver;2007;4;34.5;4;3;2;0;0;5;3;-2;0;0;8.6;1.0;0.8;0.5;0.0;0.0;1.3;0.8;-0.5;-5.5;-1.3;2;6;33.3;0;1;0.0;2;7;28.6;0;1;0.0;47.4;127.6;-80.2;-5.4;-0.7;-6.0;-0.7;-0.2;-0.1;-0.3;-0.4;-3.4;-0.8;5.6;15.5;0.4;5.0;0.0;0.0;15.8;27.0;28.6;40.2;6.7;0.0
Leander Werner;Niners Chemnitz Academy;A;1.5;Point;4.3;Receiver;2006;1;28.3;4;0;1;2;0;1;3;3;0;0;28.3;4.0;0.0;1.0;2.0;0.0;1.0;3.0;3.0;7.5;0.0;1;3;33.3;0;1;0.0;1;4;25.0;2;2;100.0;84.5;110.7;-26.2;-3.7;0.6;-3.1;0.1;0.0;0.0;0.0;-0.1;0.8;0.8;5.2;16.3;1.0;0.0;4.0;0.0;10.2;41.7;25.0;17.0;0.0;50.0
Maksim Pejkic;BBA Giants Kornwestheim;B;3.3;Forward;3.4;Neutral;2005;1;17.5;4;1;2;1;0;0;0;5;0;0;17.5;4.0;1.0;2.0;1.0;0.0;0.0;0.0;5.0;22.2;4.7;2;3;66.7;0;0;0.0;2;3;66.7;0;2;0.0;126.2;124.3;1.8;-3.4;0.3;-3.1;0.2;0.1;-0.1;0.0;0.0;4.8;4.8;12.1;46.0;0.0;5.4;3.2;0.0;11.2;52.6;66.7;0.0;0.0;0.0
Matteo Schultz;Medipolis SC Jena;A;1.2;Point;4.2;Receiver;2007;1;10.5;4;0;0;0;0;1;2;-1;0;0;10.5;4.0;0.0;0.0;0.0;0.0;1.0;2.0;-1.0;-0.7;-3.7;0;2;0.0;1;2;50.0;1;4;25.0;1;2;50.0;74.7;91.0;-16.3;-4.7;-0.4;-5.2;-0.3;0.0;0.0;0.0;0.0;-1.8;-1.8;0.0;0.0;0.0;0.0;0.0;0.0;22.0;41.7;37.5;17.0;0.0;25.0
Thorge Hunsche;RheinStars Köln;B;2.0;Combo;4.0;Neutral;2006;3;20.6;4;0;2;1;1;3;2;-1;0;0;6.9;1.3;0.0;0.7;0.3;0.3;1.0;0.7;-0.3;1.8;-1.2;1;2;50.0;0;1;0.0;1;3;33.3;2;6;33.3;57.6;95.7;-38.1;-4.3;0.0;-4.4;-0.1;-0.1;0.0;-0.1;-0.2;-0.5;-0.2;7.1;21.6;0.7;0.0;2.6;4.8;18.1;37.0;33.3;34.7;0.0;66.7
Anton Papenbreer;Basketball Löwen Erfurt;B;4.1;Forward;4.5;Receiver;2006;4;41.5;4;5;0;0;0;4;3;4;0;0;10.4;1.0;1.3;0.0;0.0;0.0;1.0;0.8;1.0;0.0;0.1;2;3;66.7;0;0;0.0;2;3;66.7;0;0;0.0;51.2;92.7;-41.5;-4.2;-0.3;-4.5;-0.4;-0.1;0.1;0.0;0.0;0.3;0.1;0.0;0.0;0.0;5.6;0.0;0.0;6.7;66.7;66.7;57.1;2.3;0.0
Justus Knapp;Würzburg Baskets Akademie;B;3.2;Wing;4.2;Receiver;2005;5;32.2;4;3;1;1;0;1;4;3;0;0;6.4;0.8;0.6;0.2;0.2;0.0;0.2;0.8;0.6;3.3;-0.2;2;3;66.7;0;2;0.0;2;5;40.0;0;2;0.0;71.8;98.9;-27.1;-4.1;0.1;-4.0;-0.1;0.0;0.0;0.0;0.0;0.8;0.2;5.2;14.0;1.0;5.2;1.5;0.0;8.8;34.5;40.0;14.5;0.0;0.0
Barnabas Bode;Eintracht Frankfurt;B;2.2;Combo;5.0;Receiver;2005;5;75.7;4;10;1;2;0;4;5;8;0;0;15.1;0.8;2.0;0.2;0.4;0.0;0.8;1.0;1.6;1.3;0.7;1;4;25.0;0;2;0.0;1;6;16.7;2;2;100.0;50.0;85.0;-35.1;-1.7;0.4;-1.3;0.5;-0.1;0.2;0.1;0.0;3.0;0.6;3.4;9.0;0.3;7.1;1.3;0.0;5.9;29.4;16.7;36.8;1.5;33.3
Felix Holzer;KICKZ IBAM;A;1.3;Point;3.7;Neutral;2006;3;22.2;4;2;1;1;0;2;2;4;0;0;7.4;1.3;0.7;0.3;0.3;0.0;0.7;0.7;1.3;8.8;0.6;0;0;0.0;1;2;50.0;1;2;50.0;1;2;50.0;82.2;99.2;-17.0;-4.0;0.1;-3.9;0.0;0.0;0.0;0.0;0.0;2.3;0.8;6.4;19.4;0.5;5.4;2.4;0.0;9.8;71.4;75.0;41.0;0.0;50.0
Frederik Selzer;Bayer Giants Leverkusen;A;3.6;Forward;5.0;Receiver;2006;7;50.1;4;9;0;1;1;10;8;-2;0;0;7.2;0.6;1.3;0.0;0.1;0.1;1.4;1.1;-0.3;-9.9;-2.2;1;3;33.3;0;4;0.0;1;7;14.3;2;3;66.7;25.4;88.2;-62.8;-5.1;-0.1;-5.2;-0.6;-0.4;0.1;-0.3;-0.2;-7.4;-1.1;0.0;0.0;0.0;9.5;0.9;1.9;14.0;24.4;14.3;54.5;2.0;28.6
Niko Kaps;VfL Kirchheim Knights;B;2.6;Wing;5.0;Receiver;2006;5;29.7;3;6;1;1;0;3;4;-1;0;0;5.9;0.6;1.2;0.2;0.2;0.0;0.6;0.8;-0.2;-7.9;-1.3;0;2;0.0;1;8;12.5;1;10;10.0;0;0;0.0;35.8;94.6;-58.8;-5.2;-0.3;-5.5;-0.5;-0.2;0.0;-0.2;-0.2;-2.8;-0.6;2.7;7.6;0.3;11.1;1.8;0.0;18.5;15.0;15.0;23.1;3.5;0.0
Leander Klugmann;Orange Academy;B;2.4;Combo;4.2;Receiver;2007;4;37.9;3;0;1;0;0;4;2;-2;0;0;9.5;0.8;0.0;0.3;0.0;0.0;1.0;0.5;-0.5;-4.4;-1.3;0;1;0.0;1;2;50.0;1;3;33.3;0;0;0.0;45.8;105.2;-59.4;-3.6;-0.5;-4.0;-0.2;-0.1;0.0;-0.1;-0.1;-3.3;-0.8;4.7;13.9;0.3;0.0;0.0;0.0;8.2;50.0;50.0;57.1;0.0;0.0
Noah Dapaah;Tornados Franken;B;1.8;Combo;4.4;Receiver;2007;5;31.1;3;3;4;1;1;2;8;2;0;0;6.2;0.6;0.6;0.8;0.2;0.2;0.4;1.6;0.4;0.0;-1.4;1;4;25.0;0;4;0.0;1;8;12.5;1;2;50.0;69.6;91.3;-21.7;-4.1;-0.1;-4.1;-0.1;-0.1;0.1;0.0;0.0;-0.8;-0.2;10.9;34.0;2.0;5.1;1.6;2.9;14.1;17.0;12.5;18.4;10.1;12.5
Kilian Dück;FC Bayern München;A;5.0;Big;4.7;Receiver;2008;2;14.5;3;4;0;0;0;0;2;2;0;0;7.3;1.5;2.0;0.0;0.0;0.0;0.0;1.0;1.0;4.5;-0.5;1;6;16.7;0;0;0.0;1;6;16.7;1;1;100.0;83.1;91.7;-8.6;-4.4;-0.6;-5.0;-0.2;0.0;0.0;0.0;0.1;0.6;0.3;0.0;0.0;0.0;17.2;0.0;0.0;18.4;23.4;16.7;0.0;18.3;16.7
Maximilian Tobias Kokott;RheinStars Köln;B;1.0;Point;3.9;Neutral;2005;2;11.0;3;0;0;1;0;1;0;2;0;0;5.5;1.5;0.0;0.0;0.5;0.0;0.5;0.0;1.0;14.8;0.9;1;2;50.0;0;0;0.0;1;2;50.0;1;1;100.0;91.2;90.7;0.5;-4.4;0.1;-4.3;0.0;0.0;0.0;0.0;0.1;1.1;0.6;0.0;0.0;0.0;0.0;5.2;0.0;14.7;62.5;50.0;29.1;0.0;50.0
Noah Spindler;Niners Chemnitz Academy;A;1.1;Point;4.3;Receiver;2007;1;12.0;3;1;0;1;0;0;0;2;0;0;12.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;13.3;2.3;0;1;0.0;1;3;33.3;1;4;25.0;0;0;0.0;81.8;95.7;-13.9;-4.3;0.2;-4.1;0.0;0.0;0.0;0.0;0.0;1.8;1.8;0.0;0.0;0.0;5.8;4.2;0.0;15.0;37.5;37.5;0.0;0.0;0.0
Kevin Tobias;BBA Giants Kornwestheim;B;2.0;Combo;4.0;Receiver;2006;5;32.5;3;3;2;3;0;3;4;5;0;0;6.5;0.6;0.6;0.4;0.6;0.0;0.6;0.8;1.0;5.7;0.1;0;2;0.0;1;2;50.0;1;4;25.0;0;0;0.0;59.9;96.9;-37.0;-4.2;0.7;-3.5;0.1;-0.1;0.0;0.0;-0.1;2.5;0.5;8.4;27.0;0.7;5.8;4.9;0.0;9.2;37.5;37.5;42.8;3.4;0.0
Ikechukwu Nicodemus Onyekwere;KICKZ IBAM;A;5.0;Big;4.3;Receiver;2006;1;0.2;3;5;0;0;0;2;2;0;0;0;0.2;3.0;5.0;0.0;0.0;0.0;2.0;2.0;0.0;-254.3;-3.4;1;4;25.0;0;2;0.0;1;6;16.7;1;2;50.0;55.4;-376.9;432.3;-6.2;-0.9;-7.1;-0.6;-0.1;0.0;-0.1;-16.4;-0.8;-0.8;0.0;0.0;0.0;1219.5;0.0;0.0;1795.9;22.1;16.7;21.6;1500.0;16.7
#7Tornados;Tornados Franken;B;3.0;Wing;3.7;Neutral;1900;1;16.9;3;3;2;0;0;4;2;2;0;0;16.9;3.0;3.0;2.0;0.0;0.0;4.0;2.0;2.0;-0.9;-0.4;0;0;0.0;1;3;33.3;1;3;33.3;0;0;0.0;60.1;104.3;-44.2;-4.1;-0.3;-4.4;-0.1;-0.1;0.0;-0.1;-0.2;0.3;0.3;9.4;27.0;0.5;8.4;0.0;0.0;16.0;50.0;50.0;57.1;5.6;0.0
Berk Haktanir;TS Jahn München;B;1.1;Point;4.2;Receiver;2005;2;14.4;3;0;1;3;0;1;1;1;0;0;7.2;1.5;0.0;0.5;1.5;0.0;0.5;0.5;0.5;9.9;0.0;0;3;0.0;1;3;33.3;1;6;16.7;0;0;0.0;56.0;77.4;-21.4;-4.5;0.6;-3.9;0.1;-0.1;0.1;0.0;0.0;1.0;0.5;4.7;13.9;1.0;0.0;11.1;0.0;22.1;25.0;25.0;14.3;0.0;0.0
#1Towers;Hamburg Towers;A;3.1;Wing;3.4;Neutral;1900;1;3.6;3;0;0;0;0;1;1;2;0;0;3.6;3.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;35.4;1.2;0;0;0.0;1;1;100.0;1;1;100.0;0;0;0.0;114.5;123.0;-8.6;-4.7;-0.2;-4.9;-0.1;0.0;0.0;0.0;0.1;0.8;0.8;0.0;0.0;0.0;0.0;0.0;0.0;26.1;150.0;150.0;49.9;0.0;0.0
Ben Rehkopp;Metropol Baskets Ruhr;B;3.2;Wing;3.4;Neutral;2006;1;5.4;3;2;1;0;0;1;2;4;0;0;5.4;3.0;2.0;1.0;0.0;0.0;1.0;2.0;4.0;32.6;1.8;1;1;100.0;0;0;0.0;1;1;100.0;1;2;50.0;110.0;97.7;12.3;-4.6;-0.1;-4.7;-0.1;0.0;0.0;0.0;0.2;2.3;2.3;10.4;31.7;1.0;17.3;0.0;0.0;22.2;83.3;100.0;34.7;21.3;100.0
Anton Beuermann;ART Giants Düsseldorf;B;2.7;Wing;4.2;Receiver;2006;5;32.8;3;2;1;1;0;4;3;0;0;0;6.6;0.6;0.4;0.2;0.2;0.0;0.8;0.6;0.0;-3.0;-0.6;1;1;100.0;0;2;0.0;1;3;33.3;1;2;50.0;43.8;118.9;-75.1;-5.2;0.0;-5.2;-0.5;-0.1;-0.1;-0.2;-0.3;-2.0;-0.4;4.2;12.3;0.3;3.9;1.6;0.0;10.8;39.5;33.3;50.7;0.0;33.3
Dirk Schmidt;Basketball Löwen Erfurt;B;2.4;Combo;4.5;Receiver;2006;4;29.0;3;5;0;2;0;2;2;5;0;0;7.3;0.8;1.3;0.0;0.5;0.0;0.5;0.5;1.3;5.8;0.5;0;0;0.0;1;4;25.0;1;4;25.0;0;0;0.0;60.6;91.8;-31.3;-4.1;0.2;-3.9;0.0;-0.1;0.1;0.0;0.0;3.3;0.8;0.0;0.0;0.0;8.1;3.2;0.0;8.3;37.5;37.5;33.3;6.4;0.0
Moritz Renner;KICKZ IBAM;A;2.4;Combo;4.6;Receiver;2007;3;20.2;2;2;0;0;0;1;3;-1;0;0;6.7;0.7;0.7;0.0;0.0;0.0;0.3;1.0;-0.3;-4.7;-1.9;1;3;33.3;0;2;0.0;1;5;20.0;0;0;0.0;58.5;99.2;-40.7;-4.3;-0.5;-4.8;-0.2;-0.1;0.0;0.0;-0.1;-2.3;-0.8;0.0;0.0;0.0;5.0;0.0;0.0;12.4;20.0;20.0;16.7;11.0;0.0
Voloshkova Yehor;Sartorius Juniors;B;2.6;Wing;3.9;Neutral;2006;1;5.0;2;3;0;0;0;0;1;4;0;0;5.0;2.0;3.0;0.0;0.0;0.0;0.0;1.0;4.0;35.3;2.6;1;1;100.0;0;1;0.0;1;2;50.0;0;0;0.0;138.8;80.0;58.9;-4.4;-0.1;-4.5;0.0;0.0;0.0;0.1;0.5;2.5;2.5;0.0;0.0;0.0;43.9;0.0;0.0;18.2;50.0;50.0;0.0;32.2;0.0
Matteo Sattler;Bamberg freakcity academy;A;2.8;Wing;4.1;Receiver;2005;1;10.9;2;0;0;0;0;0;0;1;0;0;10.9;2.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.7;0.9;1;2;50.0;0;0;0.0;1;2;50.0;0;0;0.0;100.8;122.9;-22.1;-4.4;-0.1;-4.5;-0.1;0.0;0.0;0.0;-0.1;0.5;0.5;0.0;0.0;0.0;0.0;0.0;0.0;9.2;50.0;50.0;0.0;0.0;0.0
Timon Gotsis;KICKZ IBAM;A;1.3;Point;4.2;Receiver;2007;3;48.5;2;5;5;4;0;3;8;8;0;0;16.2;0.7;1.7;1.7;1.3;0.0;1.0;2.7;2.7;4.4;-0.2;1;2;50.0;0;4;0.0;1;6;16.7;0;0;0.0;61.1;103.6;-42.5;-3.2;1.2;-2.0;0.4;-0.1;0.0;-0.1;-0.1;3.5;1.2;12.9;50.0;1.7;6.9;4.6;0.0;8.3;16.7;16.7;33.3;2.5;0.0
Yannick Starck;Dresden Titans;B;5.0;Big;3.8;Neutral;2007;2;9.9;2;3;0;0;0;0;1;5;0;0;4.9;1.0;1.5;0.0;0.0;0.0;0.0;0.5;2.5;19.5;2.0;1;1;100.0;0;0;0.0;1;1;100.0;0;0;0.0;200.6;108.4;92.2;-4.2;-0.1;-4.3;0.0;0.0;0.0;0.0;0.1;3.3;1.6;0.0;0.0;0.0;17.9;0.0;0.0;4.6;100.0;100.0;0.0;11.7;0.0
Tim Sauer;Bamberg freakcity academy;A;3.5;Forward;4.7;Receiver;2005;3;27.1;2;6;0;1;0;3;8;2;0;0;9.0;0.7;2.0;0.0;0.3;0.0;1.0;2.7;0.7;-5.9;-2.2;0;3;0.0;0;0;0.0;0;3;0.0;2;3;66.7;35.2;110.8;-75.6;-5.7;0.2;-5.5;-0.5;-0.1;0.0;-0.2;-0.3;-2.6;-0.9;0.0;0.0;0.0;12.7;1.9;0.0;11.9;23.8;0.0;41.0;4.0;66.7
Maceo Gulich;BBA Hagen;B;1.8;Combo;3.8;Neutral;2005;2;15.1;2;2;1;1;0;0;1;3;0;0;7.6;1.0;1.0;0.5;0.5;0.0;0.0;0.5;1.5;11.5;0.9;1;2;50.0;0;2;0.0;1;4;25.0;0;0;0.0;86.7;98.6;-12.0;-4.3;0.3;-4.1;0.0;0.0;0.0;0.0;0.0;2.3;1.1;7.3;23.8;0.0;7.7;3.6;0.0;12.3;25.0;25.0;0.0;7.7;0.0
Roman Geyer;Tornados Franken;B;2.5;Combo;4.2;Receiver;2007;1;6.0;2;2;0;0;0;2;1;-2;0;0;6.0;2.0;2.0;0.0;0.0;0.0;2.0;1.0;-2.0;-15.0;-3.8;0;1;0.0;0;1;0.0;0;2;0.0;2;4;50.0;46.3;87.1;-40.8;-5.1;-0.5;-5.6;-0.3;-0.1;0.0;-0.1;-0.5;-1.8;-1.8;0.0;0.0;0.0;16.8;0.0;0.0;39.5;27.8;0.0;34.7;20.7;100.0
Tim Heineke;USC Heidelberg;B;2.2;Combo;4.4;Receiver;2006;4;27.3;2;4;2;1;0;3;2;0;0;0;6.8;0.5;1.0;0.5;0.3;0.0;0.8;0.5;0.0;-2.3;-0.6;1;1;100.0;0;4;0.0;1;5;20.0;0;2;0.0;41.6;102.2;-60.6;-4.2;0.0;-4.2;-0.1;-0.1;0.0;-0.1;-0.2;-0.3;-0.1;7.7;21.4;0.7;7.8;1.8;0.0;13.5;17.2;20.0;33.8;3.9;0.0
Michael Zolotko;Dresden Titans;B;3.0;Wing;4.7;Receiver;2007;6;29.4;2;3;0;1;2;8;5;-4;0;0;4.9;0.3;0.5;0.0;0.2;0.3;1.3;0.8;-0.7;-16.2;-2.2;0;2;0.0;0;2;0.0;0;4;0.0;2;2;100.0;16.7;98.3;-81.5;-6.3;0.1;-6.2;-0.7;-0.3;0.0;-0.3;-0.4;-7.0;-1.2;0.0;0.0;0.0;6.1;1.7;6.2;19.2;20.8;0.0;62.0;0.0;50.0
Tobias Kamp;Bayer Giants Leverkusen;A;4.3;Forward;3.9;Neutral;2007;2;5.8;2;3;0;0;0;1;0;3;0;0;2.9;1.0;1.5;0.0;0.0;0.0;0.5;0.0;1.5;20.7;1.3;1;2;50.0;0;0;0.0;1;2;50.0;0;0;0.0;84.9;92.7;-7.8;-4.5;-0.3;-4.8;-0.1;0.0;0.0;0.0;0.0;2.3;1.1;0.0;0.0;0.0;27.0;0.0;0.0;20.0;50.0;50.0;33.3;32.2;0.0
Selman Yoldas;TG Hanau;B;4.5;Forward;4.5;Receiver;2006;2;27.2;2;6;0;0;1;1;1;5;0;0;13.6;1.0;3.0;0.0;0.0;0.5;0.5;0.5;2.5;8.6;0.5;1;2;50.0;0;0;0.0;1;2;50.0;0;2;0.0;81.4;138.4;-57.0;-3.5;-0.2;-3.7;0.0;0.0;-0.2;-0.2;-0.2;5.0;2.5;0.0;0.0;0.0;13.3;0.0;3.0;5.9;35.7;50.0;25.8;20.5;0.0
Malik Karaboue;ART Giants Düsseldorf;B;4.1;Forward;4.4;Receiver;2005;3;23.0;2;6;0;2;0;3;5;5;0;0;7.7;0.7;2.0;0.0;0.7;0.0;1.0;1.7;1.7;1.3;-0.2;1;1;100.0;0;2;0.0;1;3;33.3;0;0;0.0;39.8;107.7;-67.8;-5.2;0.4;-4.8;-0.3;-0.1;0.0;-0.1;-0.2;1.0;0.3;0.0;0.0;0.0;17.8;4.9;0.0;12.4;33.3;33.3;50.0;5.8;0.0
Thai Bui;Niners Chemnitz Academy;A;1.0;Point;3.8;Neutral;2007;2;10.7;2;0;1;0;0;2;2;0;0;0;5.3;1.0;0.0;0.5;0.0;0.0;1.0;1.0;0.0;-4.4;-1.0;1;2;50.0;0;0;0.0;1;2;50.0;0;0;0.0;59.3;127.2;-68.0;-5.0;-0.3;-5.3;-0.3;0.0;0.0;-0.1;-0.3;-1.5;-0.8;7.5;23.8;0.5;0.0;0.0;0.0;17.8;50.0;50.0;49.9;0.0;0.0
Schilo Kabongo;Bayer Giants Leverkusen;A;2.4;Combo;4.7;Receiver;2006;2;19.5;2;4;0;2;0;2;4;2;0;0;9.7;1.0;2.0;0.0;1.0;0.0;1.0;2.0;1.0;-1.0;-1.2;1;4;25.0;0;1;0.0;1;5;20.0;0;0;0.0;41.2;83.1;-41.9;-4.5;0.4;-4.1;-0.1;-0.1;0.1;0.0;-0.1;-0.5;-0.3;0.0;0.0;0.0;11.2;5.1;0.0;14.9;20.0;20.0;28.6;5.9;0.0
Vincent Willems;Berlin Braves Baskets;B;5.0;Big;4.2;Receiver;2007;1;6.5;2;3;0;0;0;0;1;2;0;0;6.5;2.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;16.0;0.0;1;3;33.3;0;0;0.0;1;3;33.3;0;1;0.0;86.2;74.5;11.7;-4.4;-0.4;-4.8;-0.1;0.0;0.0;0.0;0.2;1.6;1.6;0.0;0.0;0.0;23.3;0.0;0.0;22.4;29.4;33.3;0.0;36.1;0.0
Anton Kemmer;Alba Berlin;A;3.7;Forward;3.8;Neutral;2008;1;8.3;2;2;1;1;0;0;2;4;0;0;8.3;2.0;2.0;1.0;1.0;0.0;0.0;2.0;4.0;20.7;2.0;1;2;50.0;0;1;0.0;1;3;33.3;0;0;0.0;91.0;83.3;7.7;-4.2;0.2;-4.0;0.1;0.0;0.0;0.0;0.2;2.5;2.5;10.3;31.3;0.0;13.0;5.8;0.0;15.9;33.3;33.3;0.0;13.0;0.0
#9Alba;Alba Berlin;A;2.9;Wing;4.1;Receiver;1900;1;9.3;2;1;0;0;0;3;0;-3;0;0;9.3;2.0;1.0;0.0;0.0;0.0;3.0;0.0;-3.0;-13.9;-3.2;0;0;0.0;0;1;0.0;0;1;0.0;2;4;50.0;35.8;106.0;-70.2;-4.8;-0.4;-5.2;-0.3;-0.1;0.0;-0.1;-0.5;-2.5;-2.5;0.0;0.0;0.0;5.2;0.0;0.0;24.4;38.5;0.0;52.0;0.0;200.0
Ben Hebling;KICKZ IBAM;A;2.0;Combo;4.4;Receiver;2007;4;18.7;2;3;1;2;0;3;1;1;0;0;4.7;0.5;0.8;0.3;0.5;0.0;0.8;0.3;0.3;-0.2;-0.1;1;1;100.0;0;4;0.0;1;5;20.0;0;0;0.0;40.5;89.6;-49.1;-4.5;0.1;-4.4;-0.1;-0.1;0.0;-0.1;-0.2;0.3;0.1;4.3;12.2;0.3;8.9;5.6;0.0;18.9;20.0;20.0;37.5;6.0;0.0
Christian Junior Kamdom Ngayoumnou;RheinStars Köln;B;2.1;Combo;4.2;Receiver;2005;1;9.5;2;2;1;0;0;2;1;-2;0;0;9.5;2.0;2.0;1.0;0.0;0.0;2.0;1.0;-2.0;-11.4;-4.5;1;3;33.3;0;1;0.0;1;4;25.0;0;2;0.0;44.4;92.5;-48.0;-4.8;-0.5;-5.3;-0.3;-0.1;0.0;-0.1;-0.4;-1.5;-1.5;4.8;14.0;0.5;10.5;0.0;0.0;31.9;20.8;25.0;29.0;11.7;0.0
#17Giessen;ROTH Energie BBA GIESSEN 46ers;A;2.4;Combo;3.4;Neutral;1900;1;7.3;2;1;2;2;0;2;1;3;0;0;7.3;2.0;1.0;2.0;2.0;0.0;2.0;1.0;3.0;19.2;1.6;0;2;0.0;0;0;0.0;0;2;0.0;2;2;100.0;59.5;100.8;-41.2;-4.8;0.5;-4.4;0.0;-0.1;0.0;0.0;-0.3;2.0;2.0;12.3;37.4;1.0;6.5;13.0;0.0;27.3;35.7;0.0;40.9;0.0;100.0
#6Bremerhaven;Eisbären Bremerhaven;A;3.2;Wing;3.7;Neutral;1900;1;11.7;2;3;1;1;0;1;2;5;0;0;11.7;2.0;3.0;1.0;1.0;0.0;1.0;2.0;5.0;14.6;1.7;1;2;50.0;0;0;0.0;1;2;50.0;0;0;0.0;81.4;119.3;-37.9;-4.5;0.2;-4.3;0.0;0.0;0.0;0.0;-0.1;3.0;3.0;10.5;31.3;1.0;15.1;4.1;0.0;11.0;50.0;50.0;33.3;9.2;0.0
Christos Valentin Braun;Würzburg Baskets Akademie;B;1.4;Point;4.3;Receiver;2007;9;62.3;2;6;5;4;0;11;6;0;0;0;6.9;0.2;0.7;0.6;0.4;0.0;1.2;0.7;0.0;-5.1;-0.7;0;3;0.0;0;3;0.0;0;6;0.0;2;2;100.0;29.9;101.7;-71.8;-4.6;0.5;-4.0;-0.3;-0.4;0.0;-0.4;-0.2;-3.5;-0.4;9.0;26.4;0.5;5.4;3.1;0.0;11.9;14.7;0.0;61.5;2.0;33.3
