FormCurve-ID;Date;Season;League;Division;Season_Type;Team_long;Opponent_long;Team;Opponent;Home;PTS;OPP_PTS
18.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Orange Academy_BBA Giants Kornwestheim;18.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Orange Academy;BBA Giants Kornwestheim;Orange;Kornwestheim;1;83;85
18.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Giants Kornwestheim_Orange Academy;18.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Giants Kornwestheim;Orange Academy;Kornwestheim;Orange;0;85;83
22.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_Eisbären Bremerhaven;22.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;Eisbären Bremerhaven;Rasta Vechta;Bremerhaven;0;100;50
22.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_KICKZ IBAM;22.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;KICKZ IBAM;Urspring;IBAM;0;76;85
22.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_Team Urspring;22.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;Team Urspring;IBAM;Urspring;1;85;76
22.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_Young Rasta Dragons;22.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;Young Rasta Dragons;Bremerhaven;Rasta Vechta;1;50;100
22.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_Alba Berlin;22.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;Alba Berlin;Leverkusen;Alba Berlin;1;83;90
22.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_Bayer Giants Leverkusen;22.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;Bayer Giants Leverkusen;Alba Berlin;Leverkusen;0;90;83
24.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Baskets Juniors Oldenburg;24.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Baskets Juniors Oldenburg;Münster;Oldenburg;1;94;104
24.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_UBC Münster;24.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;UBC Münster;Oldenburg;Münster;0;104;94
28.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Baskets Paderborn;28.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Baskets Paderborn;Hamburg;Paderborn;1;49;61
28.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_Hamburg Towers;28.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;Hamburg Towers;Paderborn;Hamburg;0;61;49
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Würzburg Baskets Akademie_USC Heidelberg;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Würzburg Baskets Akademie;USC Heidelberg;Würzburg;Heidelberg;1;97;88
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_HAKRO Merlins Crailsheim;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;HAKRO Merlins Crailsheim;Kirchheim;Crailsheim;0;83;71
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_USC Heidelberg_Würzburg Baskets Akademie;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;USC Heidelberg;Würzburg Baskets Akademie;Heidelberg;Würzburg;0;88;97
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TS Jahn München_BBA Giants Kornwestheim;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TS Jahn München;BBA Giants Kornwestheim;Jahn München;Kornwestheim;0;76;58
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_Team Südhessen;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;Team Südhessen;Nürnberg;Südhessen;1;73;63
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TG Hanau_Eintracht Frankfurt;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TG Hanau;Eintracht Frankfurt;TG Hanau;Frankfurt;0;72;65
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Südhessen_Tornados Franken;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Südhessen;Tornados Franken;Südhessen;Nürnberg;0;63;73
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_RheinStars Köln;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;RheinStars Köln;Bonn-Rhöndorf;RS Köln;0;80;81
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_SG Junior Löwen Braunschweig_Rostock Seawolves;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;SG Junior Löwen Braunschweig;Rostock Seawolves;Braunschweig;Rostock;1;73;88
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors_Berlin Braves Baskets;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;Berlin Braves Baskets;Göttingen;Braves Berlin;0;76;72
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Rostock Seawolves_SG Junior Löwen Braunschweig;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Rostock Seawolves;SG Junior Löwen Braunschweig;Rostock;Braunschweig;0;88;73
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_RheinStars Köln_Team Bonn/Rhöndorf;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;RheinStars Köln;Team Bonn/Rhöndorf;RS Köln;Bonn-Rhöndorf;1;81;80
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Phoenix Hagen_BBA Hagen;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Phoenix Hagen;BBA Hagen;Phoenix Hagen;BBA Hagen;0;67;80
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Metropol Baskets Ruhr_ART Giants Düsseldorf;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Metropol Baskets Ruhr;ART Giants Düsseldorf;Metropol Ruhr;Düsseldorf;0;90;72
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_HAKRO Merlins Crailsheim_VfL Kirchheim Knights;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;HAKRO Merlins Crailsheim;VfL Kirchheim Knights;Crailsheim;Kirchheim;1;71;83
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_TG Hanau;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;TG Hanau;Frankfurt;TG Hanau;1;65;72
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Dresden Titans_Basketball Löwen Erfurt;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Dresden Titans;Basketball Löwen Erfurt;Dresden;Löwen Erfurt;1;50;81
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_Sartorius Juniors;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;Sartorius Juniors;Braves Berlin;Göttingen;1;72;76
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Hagen_Phoenix Hagen;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Hagen;Phoenix Hagen;BBA Hagen;Phoenix Hagen;1;80;67
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Giants Kornwestheim_TS Jahn München;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Giants Kornwestheim;TS Jahn München;Kornwestheim;Jahn München;1;58;76
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt_Dresden Titans;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;Dresden Titans;Löwen Erfurt;Dresden;0;81;50
29.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ART Giants Düsseldorf_Metropol Baskets Ruhr;29.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ART Giants Düsseldorf;Metropol Baskets Ruhr;Düsseldorf;Metropol Ruhr;1;72;90
29.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_Bamberg freakcity academy;29.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;Bamberg freakcity academy;Urspring;Bamberg;1;86;67
29.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_FC Bayern München;29.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;FC Bayern München;Giessen;FC Bayern;0;67;100
29.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_ROTH Energie BBA GIESSEN 46ers;29.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;ROTH Energie BBA GIESSEN 46ers;FC Bayern;Giessen;1;100;67
29.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bamberg freakcity academy_Team Urspring;29.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bamberg freakcity academy;Team Urspring;Bamberg;Urspring;0;67;86
31.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_SG Junior Löwen Braunschweig_Dresden Titans;31.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;SG Junior Löwen Braunschweig;Dresden Titans;Braunschweig;Dresden;0;64;60
31.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Dresden Titans_SG Junior Löwen Braunschweig;31.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Dresden Titans;SG Junior Löwen Braunschweig;Dresden;Braunschweig;1;60;64
31.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_Medipolis SC Jena;31.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;Medipolis SC Jena;Ludwigsburg;SC Jena;0;88;69
31.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_Porsche BBA Ludwigsburg;31.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;Porsche BBA Ludwigsburg;SC Jena;Ludwigsburg;1;69;88
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_Orange Academy;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;Orange Academy;Kirchheim;Orange;0;80;74
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_USC Heidelberg_Tornados Franken;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;USC Heidelberg;Tornados Franken;Heidelberg;Nürnberg;1;67;78
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TS Jahn München_ratiopharm Ulm;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TS Jahn München;ratiopharm Ulm;Jahn München;ratiopharm Ulm;1;77;66
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_USC Heidelberg;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;USC Heidelberg;Nürnberg;Heidelberg;0;78;67
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Südhessen_Eintracht Frankfurt;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Südhessen;Eintracht Frankfurt;Südhessen;Frankfurt;1;59;77
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_ART Giants Düsseldorf;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;ART Giants Düsseldorf;Bonn-Rhöndorf;Düsseldorf;1;103;76
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_SG Junior Löwen Braunschweig_Sartorius Juniors;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;SG Junior Löwen Braunschweig;Sartorius Juniors;Braunschweig;Göttingen;0;86;87
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors_SG Junior Löwen Braunschweig;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;SG Junior Löwen Braunschweig;Göttingen;Braunschweig;1;87;86
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Rostock Seawolves_Dresden Titans;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Rostock Seawolves;Dresden Titans;Rostock;Dresden;1;77;59
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_RheinStars Köln_Phoenix Hagen;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;RheinStars Köln;Phoenix Hagen;RS Köln;Phoenix Hagen;0;85;82
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm_TS Jahn München;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;TS Jahn München;ratiopharm Ulm;Jahn München;0;66;77
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Phoenix Hagen_RheinStars Köln;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Phoenix Hagen;RheinStars Köln;Phoenix Hagen;RS Köln;1;82;85
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Orange Academy_VfL Kirchheim Knights;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Orange Academy;VfL Kirchheim Knights;Orange;Kirchheim;1;74;80
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Metropol Baskets Ruhr_BBA Hagen;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Metropol Baskets Ruhr;BBA Hagen;Metropol Ruhr;BBA Hagen;1;100;62
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_HAKRO Merlins Crailsheim_BBA Giants Kornwestheim;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;HAKRO Merlins Crailsheim;BBA Giants Kornwestheim;Crailsheim;Kornwestheim;1;44;59
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_Team Südhessen;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;Team Südhessen;Frankfurt;Südhessen;0;77;59
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Dresden Titans_Rostock Seawolves;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Dresden Titans;Rostock Seawolves;Dresden;Rostock;0;59;77
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_Basketball Löwen Erfurt;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;Basketball Löwen Erfurt;Braves Berlin;Löwen Erfurt;0;104;81
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Hagen_Metropol Baskets Ruhr;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Hagen;Metropol Baskets Ruhr;BBA Hagen;Metropol Ruhr;0;62;100
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Giants Kornwestheim_HAKRO Merlins Crailsheim;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Giants Kornwestheim;HAKRO Merlins Crailsheim;Kornwestheim;Crailsheim;0;59;44
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt_Berlin Braves Baskets;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;Berlin Braves Baskets;Löwen Erfurt;Braves Berlin;1;81;104
05.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ART Giants Düsseldorf_Team Bonn/Rhöndorf;05.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ART Giants Düsseldorf;Team Bonn/Rhöndorf;Düsseldorf;Bonn-Rhöndorf;0;76;103
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_Alba Berlin;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;Alba Berlin;Rasta Vechta;Alba Berlin;1;80;76
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Eisbären Bremerhaven;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Eisbären Bremerhaven;Münster;Bremerhaven;0;68;66
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_Porsche BBA Ludwigsburg;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;Porsche BBA Ludwigsburg;Urspring;Ludwigsburg;0;52;83
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_KICKZ IBAM;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;KICKZ IBAM;Giessen;IBAM;1;70;85
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_Team Urspring;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;Team Urspring;Ludwigsburg;Urspring;1;83;52
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_FC Bayern München;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;FC Bayern München;Chemnitz;FC Bayern;1;65;78
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_Bamberg freakcity academy;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;Bamberg freakcity academy;SC Jena;Bamberg;0;105;60
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_ROTH Energie BBA GIESSEN 46ers;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;ROTH Energie BBA GIESSEN 46ers;IBAM;Giessen;0;85;70
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Baskets Juniors Oldenburg;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Baskets Juniors Oldenburg;Hamburg;Oldenburg;0;83;71
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Niners Chemnitz Academy;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Niners Chemnitz Academy;FC Bayern;Chemnitz;0;78;65
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_UBC Münster;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;UBC Münster;Bremerhaven;Münster;1;66;68
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_Baskets Paderborn;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;Baskets Paderborn;Leverkusen;Paderborn;0;81;72
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_Bayer Giants Leverkusen;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;Bayer Giants Leverkusen;Paderborn;Leverkusen;1;72;81
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_Hamburg Towers;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;Hamburg Towers;Oldenburg;Hamburg;1;71;83
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bamberg freakcity academy_Medipolis SC Jena;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bamberg freakcity academy;Medipolis SC Jena;Bamberg;SC Jena;1;60;105
05.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_Young Rasta Dragons;05.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;Young Rasta Dragons;Alba Berlin;Rasta Vechta;0;76;80
11.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_Medipolis SC Jena;11.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;Medipolis SC Jena;Urspring;SC Jena;0;71;74
11.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_Team Urspring;11.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;Team Urspring;SC Jena;Urspring;1;74;71
12.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Würzburg Baskets Akademie_TG Hanau;12.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Würzburg Baskets Akademie;TG Hanau;Würzburg;TG Hanau;0;95;91
12.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_Orange Academy;12.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;Orange Academy;Kirchheim;Orange;1;73;57
12.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TS Jahn München_HAKRO Merlins Crailsheim;12.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TS Jahn München;HAKRO Merlins Crailsheim;Jahn München;Crailsheim;0;77;53
12.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TG Hanau_Würzburg Baskets Akademie;12.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TG Hanau;Würzburg Baskets Akademie;TG Hanau;Würzburg;1;91;95
12.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_Phoenix Hagen;12.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;Phoenix Hagen;Bonn-Rhöndorf;Phoenix Hagen;0;118;63
12.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Phoenix Hagen_Team Bonn/Rhöndorf;12.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Phoenix Hagen;Team Bonn/Rhöndorf;Phoenix Hagen;Bonn-Rhöndorf;1;63;118
12.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Orange Academy_VfL Kirchheim Knights;12.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Orange Academy;VfL Kirchheim Knights;Orange;Kirchheim;0;57;73
12.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_HAKRO Merlins Crailsheim_TS Jahn München;12.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;HAKRO Merlins Crailsheim;TS Jahn München;Crailsheim;Jahn München;1;53;77
12.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Hagen_ART Giants Düsseldorf;12.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Hagen;ART Giants Düsseldorf;BBA Hagen;Düsseldorf;1;84;69
12.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ART Giants Düsseldorf_BBA Hagen;12.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ART Giants Düsseldorf;BBA Hagen;Düsseldorf;BBA Hagen;0;69;84
12.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Bayer Giants Leverkusen;12.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Bayer Giants Leverkusen;Münster;Leverkusen;1;91;67
12.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_FC Bayern München;12.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;FC Bayern München;Giessen;FC Bayern;1;64;74
12.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_KICKZ IBAM;12.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;KICKZ IBAM;Ludwigsburg;IBAM;0;81;80
12.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_Porsche BBA Ludwigsburg;12.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;Porsche BBA Ludwigsburg;IBAM;Ludwigsburg;1;80;81
12.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Eisbären Bremerhaven;12.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Eisbären Bremerhaven;Hamburg;Bremerhaven;1;76;77
12.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_ROTH Energie BBA GIESSEN 46ers;12.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;ROTH Energie BBA GIESSEN 46ers;FC Bayern;Giessen;0;74;64
12.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_Hamburg Towers;12.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;Hamburg Towers;Bremerhaven;Hamburg;0;77;76
12.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_UBC Münster;12.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;UBC Münster;Leverkusen;Münster;0;67;91
12.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_Alba Berlin;12.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;Alba Berlin;Paderborn;Alba Berlin;0;67;86
12.11.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_Baskets Paderborn;12.11.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;Baskets Paderborn;Alba Berlin;Paderborn;1;86;67
15.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm_HAKRO Merlins Crailsheim;15.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;HAKRO Merlins Crailsheim;ratiopharm Ulm;Crailsheim;0;119;57
15.11.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_HAKRO Merlins Crailsheim_ratiopharm Ulm;15.11.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;HAKRO Merlins Crailsheim;ratiopharm Ulm;Crailsheim;ratiopharm Ulm;1;57;119
