PLAYER;TEAM;DIV;EST POS;POS;EST ROLE;ROLE;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;DD;TD;MP;PT;RB;AS;ST;BS;TO;PF;EF;PER;PIE;2PM;2PA;2P%;3PM;3PA;3P%;FGM;FGA;FG%;FTM;FTA;FT%;ORTG;DRTG;NRTG;OBPM;DBPM;BPM;VORP;OWS;DWS;WS;WS/40;FIC;FIC/Gm;AS RATIO;AS RATE;AS/TO;REB%;ST%;BS%;USAGE;TS%;EFG%;TOV%;ORB%;FT-RATE
Bennett Spree;Baskets Juniors Oldenburg;A;2.4;Combo;4.1;Receiver;2006;6;69.7;15;8;4;3;0;4;9;14;0;0;11.6;2.5;1.3;0.7;0.5;0.0;0.7;1.5;2.3;9.7;0.5;5;7;71.4;1;9;11.1;6;16;37.5;2;4;50.0;91.8;104.8;-13.0;-3.0;-0.4;-3.3;-0.2;0.0;0.0;0.0;0.0;7.3;1.2;5.9;17.6;1.0;6.9;2.3;0.0;14.2;42.6;40.6;18.4;9.0;12.5
Olisaemeka Williams Itumo;KICKZ IBAM;A;5.0;Big;3.5;Neutral;2007;2;39.6;15;15;0;0;2;6;3;21;0;0;19.8;7.5;7.5;0.0;0.0;1.0;3.0;1.5;10.5;25.0;8.1;5;8;62.5;0;0;0.0;5;8;62.5;5;7;71.4;103.2;93.2;9.9;-3.4;-0.5;-3.9;-0.3;0.1;0.1;0.2;0.2;13.9;6.9;0.0;0.0;0.0;24.6;0.0;5.6;20.6;69.4;62.5;35.1;25.2;62.5
Leander Nzume;Baskets Juniors Oldenburg;A;3.9;Forward;3.4;Neutral;2006;7;46.5;14;10;1;2;0;5;4;20;0;0;6.6;2.0;1.4;0.1;0.3;0.0;0.7;0.6;2.9;18.7;2.7;7;8;87.5;0;0;0.0;7;8;87.5;0;1;0.0;100.9;96.3;4.6;-3.4;-0.5;-4.0;-0.3;0.1;0.1;0.1;0.1;12.4;1.8;2.6;7.3;0.2;13.2;2.3;0.0;13.0;83.3;87.5;37.2;13.7;0.0
Mats Niggemann;UBC Münster;A;2.2;Combo;4.3;Receiver;2005;3;64.1;14;13;5;5;0;13;1;4;0;0;21.4;4.7;4.3;1.7;1.7;0.0;4.3;0.3;1.3;1.3;0.4;4;12;33.3;1;10;10.0;5;22;22.7;3;6;50.0;50.0;93.9;-43.9;-5.1;-0.3;-5.4;-1.6;-0.5;0.1;-0.4;-0.2;2.5;0.8;4.8;12.9;0.4;11.3;3.8;0.0;24.3;28.7;25.0;34.5;7.1;13.6
Henrik Besch;Berlin Braves Baskets;B;4.0;Forward;3.2;Neutral;2005;3;44.3;14;8;1;0;0;3;0;15;0;0;14.8;4.7;2.7;0.3;0.0;0.0;1.0;0.0;5.0;16.5;4.7;5;7;71.4;1;1;100.0;6;8;75.0;1;4;25.0;103.9;107.0;-3.1;-2.9;-0.6;-3.5;-0.1;0.1;0.0;0.0;0.0;10.8;3.6;2.8;7.6;0.3;11.2;0.0;0.0;13.2;72.9;81.3;23.5;2.9;12.5
Felix Zacharias;Niners Chemnitz Academy;A;1.0;Point;1.9;Pure Creator;2005;1;19.0;14;0;2;1;0;1;4;11;0;0;19.0;14.0;0.0;2.0;1.0;0.0;1.0;4.0;11.0;39.0;4.6;1;2;50.0;4;5;80.0;5;7;71.4;0;3;0.0;154.0;131.0;23.0;-3.9;0.1;-3.8;0.0;0.2;-0.1;0.1;0.3;7.6;7.6;6.8;20.4;2.0;0.0;2.7;0.0;23.0;85.4;100.0;10.7;0.0;0.0
Stanislav Hinkov;Porsche BBA Ludwigsburg;A;2.7;Wing;4.3;Receiver;2006;3;64.2;14;7;3;2;1;4;6;10;0;0;21.4;4.7;2.3;1.0;0.7;0.3;1.3;2.0;3.3;6.8;1.1;2;3;66.7;3;13;23.1;5;16;31.3;1;3;33.3;78.8;101.2;-22.4;-2.6;-0.2;-2.8;0.0;-0.1;0.0;0.0;0.0;5.4;1.8;4.8;13.6;0.8;6.3;1.6;1.6;14.3;40.7;40.6;18.8;1.7;6.3
Finn Schwaiger;Medipolis SC Jena;A;1.1;Point;3.0;Creator;2005;3;68.6;13;4;17;0;0;8;5;9;0;0;22.9;4.3;1.3;5.7;0.0;0.0;2.7;1.7;3.0;4.6;1.4;2;6;33.3;3;16;18.8;5;22;22.7;0;0;0.0;72.5;109.4;-37.0;-3.2;-1.1;-4.3;-1.0;-0.2;-0.1;-0.3;-0.2;6.0;2.0;13.6;50.9;2.1;3.9;0.0;0.0;20.5;29.5;29.5;26.7;0.0;0.0
Leo Hylla;Alba Berlin;A;2.8;Wing;3.8;Neutral;2006;5;47.3;12;6;3;1;0;2;7;13;0;0;9.5;2.4;1.2;0.6;0.2;0.0;0.4;1.4;2.6;10.3;1.0;6;12;50.0;0;1;0.0;6;13;46.2;0;0;0.0;95.0;101.4;-6.4;-3.3;-0.4;-3.7;-0.2;0.0;0.0;0.1;0.0;6.0;1.2;6.9;19.2;1.5;7.6;1.0;0.0;13.8;46.2;46.2;13.3;8.4;0.0
Paul Schmorleiz;Alba Berlin;A;5.0;Big;3.2;Neutral;2006;4;26.3;12;7;1;2;2;3;2;16;0;0;6.6;3.0;1.8;0.3;0.5;0.5;0.8;0.5;4.0;25.7;3.1;3;7;42.9;1;1;100.0;4;8;50.0;3;4;75.0;101.5;82.9;18.6;-3.9;0.0;-3.9;0.0;0.1;0.1;0.1;0.2;11.3;2.8;3.1;7.6;0.3;15.0;3.6;7.7;19.7;62.5;56.3;23.5;9.5;37.5
Max Emil Weber;Baskets Paderborn;A;3.3;Forward;3.5;Neutral;2006;3;39.4;12;3;1;1;1;0;4;12;0;0;13.1;4.0;1.0;0.3;0.3;0.3;0.0;1.3;4.0;15.1;2.4;0;0;0.0;4;10;40.0;4;10;40.0;0;0;0.0;121.4;100.0;21.4;-3.3;-0.6;-3.9;-0.3;0.1;0.0;0.1;0.1;8.0;2.7;3.9;9.8;0.0;4.2;1.2;2.3;10.8;60.0;60.0;0.0;2.6;0.0
Callum Macaulay;Team Urspring;A;1.9;Combo;4.4;Receiver;2006;4;88.1;12;6;7;4;0;9;12;1;0;0;22.0;3.0;1.5;1.8;1.0;0.0;2.3;3.0;0.3;0.3;-2.9;1;8;12.5;1;6;16.7;2;14;14.3;7;14;50.0;61.3;104.5;-43.2;-4.3;-0.2;-4.5;-1.4;-0.3;0.0;-0.3;-0.1;-2.8;-0.7;7.4;22.5;0.8;4.4;2.4;0.0;14.9;30.6;17.9;30.9;2.8;50.0
Marvin Eßer;Eintracht Frankfurt;B;3.3;Forward;3.1;Neutral;2005;2;45.9;12;4;1;2;1;0;5;18;0;0;23.0;6.0;2.0;0.5;1.0;0.5;0.0;2.5;9.0;21.2;7.2;6;8;75.0;0;0;0.0;6;8;75.0;0;0;0.0;159.8;114.6;45.2;-3.2;0.6;-2.7;0.2;0.2;-0.1;0.1;0.1;10.8;5.4;3.9;12.2;0.0;5.7;2.5;2.3;8.4;75.0;75.0;0.0;2.6;0.0
Joshua Sievers;UBC Münster;A;3.4;Forward;3.8;Neutral;2005;3;65.1;12;14;5;0;0;5;4;15;0;0;21.7;4.0;4.7;1.7;0.0;0.0;1.7;1.3;5.0;7.2;3.3;1;5;20.0;3;9;33.3;4;14;28.6;1;2;50.0;79.4;101.0;-21.6;-2.9;-0.5;-3.4;-0.4;-0.1;0.0;0.0;0.0;10.3;3.4;8.3;23.9;1.0;11.9;0.0;0.0;12.7;40.5;39.3;25.1;7.0;7.1
Djairo Bernardina;Young Rasta Dragons;A;2.5;Wing;4.7;Receiver;2007;7;66.8;12;5;3;1;0;7;13;0;0;0;9.5;1.7;0.7;0.4;0.1;0.0;1.0;1.9;0.0;-2.7;-2.2;5;15;33.3;0;4;0.0;5;19;26.3;2;2;100.0;64.6;97.5;-32.9;-4.6;-1.4;-5.9;-1.7;-0.2;0.1;-0.1;-0.1;-7.8;-1.1;3.9;10.9;0.4;4.5;0.8;0.0;16.7;30.3;26.3;26.0;6.7;10.5
Jannis Grußendorf;FC Bayern München;A;2.5;Combo;4.0;Neutral;2005;3;53.9;11;2;3;2;2;1;12;9;0;0;18.0;3.7;0.7;1.0;0.7;0.7;0.3;4.0;3.0;8.0;-1.5;3;5;60.0;1;5;20.0;4;10;40.0;2;6;33.3;97.4;102.1;-4.7;-2.5;0.5;-2.0;0.6;0.0;0.0;0.1;0.0;2.8;0.9;7.1;20.8;3.0;1.9;1.9;4.2;10.4;44.4;45.0;7.3;0.0;20.0
Eduard Rantz;FC Bayern München;A;5.0;Big;3.2;Neutral;2007;2;17.3;10;9;0;0;1;1;4;17;0;0;8.7;5.0;4.5;0.0;0.0;0.5;0.5;2.0;8.5;39.5;4.0;3;5;60.0;0;0;0.0;3;5;60.0;4;4;100.0;149.4;97.6;51.8;-4.0;-0.4;-4.3;-0.2;0.2;0.0;0.2;0.4;10.3;5.1;0.0;0.0;0.0;29.3;0.0;6.2;17.9;75.8;60.0;12.9;16.9;80.0
Edwin Krzeminski;Niners Chemnitz Academy;A;2.1;Combo;2.0;Pure Creator;2005;2;45.3;10;9;12;1;0;5;4;22;0;0;22.6;5.0;4.5;6.0;0.5;0.0;2.5;2.0;11.0;19.2;5.9;3;4;75.0;1;5;20.0;4;9;44.4;1;1;100.0;107.0;124.5;-17.5;-3.2;0.4;-2.8;0.2;0.1;-0.1;0.0;0.0;16.4;8.2;17.8;71.1;2.4;11.2;1.1;0.0;15.1;53.2;50.0;34.6;8.8;11.1
Lukas Wiegeler;UBC Münster;A;2.3;Combo;3.3;Neutral;2007;3;27.3;10;2;2;0;0;3;3;6;0;0;9.1;3.3;0.7;0.7;0.0;0.0;1.0;1.0;2.0;9.0;0.9;5;8;62.5;0;2;0.0;5;10;50.0;0;0;0.0;83.5;105.5;-22.0;-5.1;-0.8;-5.8;-1.1;0.0;0.0;0.0;0.0;1.8;0.6;5.5;14.9;0.7;4.1;0.0;0.0;19.8;50.0;50.0;23.1;4.1;0.0
Aksel Laso;FC Bayern München;A;1.0;Point;2.7;Creator;2006;4;61.1;10;3;12;3;0;5;6;16;0;0;15.3;2.5;0.8;3.0;0.8;0.0;1.3;1.5;4.0;12.1;2.1;3;3;100.0;1;6;16.7;4;9;44.4;1;3;33.3;99.7;102.3;-2.6;-1.5;0.2;-1.3;1.0;0.1;0.0;0.1;0.1;11.6;2.9;17.4;67.3;2.4;2.8;2.5;0.0;10.3;49.0;50.0;32.6;1.8;11.1
Jakub Klobusiak;Niners Chemnitz Academy;A;4.3;Forward;4.0;Neutral;2005;2;46.3;10;8;1;0;0;4;3;10;0;0;23.1;5.0;4.0;0.5;0.0;0.0;2.0;1.5;5.0;6.8;2.3;3;7;42.9;0;1;0.0;3;8;37.5;4;4;100.0;81.1;126.1;-44.9;-4.7;-0.1;-4.8;-1.0;0.0;-0.2;-0.2;-0.2;4.3;2.1;2.7;7.1;0.3;9.7;0.0;0.0;13.9;52.1;37.5;29.1;2.9;50.0
Lukas Klein;Bayer Giants Leverkusen;A;4.8;Big;3.6;Neutral;2008;2;27.0;9;10;0;1;0;0;2;17;0;0;13.5;4.5;5.0;0.0;0.5;0.0;0.0;1.0;8.5;28.6;14.5;3;4;75.0;0;0;0.0;3;4;75.0;3;5;60.0;159.6;82.5;77.2;-2.4;-0.1;-2.6;0.6;0.1;0.1;0.2;0.4;12.4;6.2;0.0;0.0;0.0;22.3;1.9;0.0;9.3;75.0;75.0;0.0;12.9;75.0
John Hubertus Kropp;Berlin Braves Baskets;B;4.3;Forward;3.7;Neutral;2005;3;38.6;9;5;1;0;1;3;2;9;0;0;12.9;3.0;1.7;0.3;0.0;0.3;1.0;0.7;3.0;9.9;1.9;3;6;50.0;0;0;0.0;3;6;50.0;3;4;75.0;91.0;109.2;-18.2;-3.7;-0.3;-4.0;-0.3;0.0;0.0;0.0;0.0;5.0;1.7;3.3;9.0;0.3;8.0;0.0;2.8;12.7;59.2;50.0;27.9;3.4;50.0
Tim-Felix Bühren;Young Rasta Dragons;A;3.2;Wing;3.8;Neutral;2005;4;30.4;9;1;0;0;0;2;4;5;0;0;7.6;2.3;0.3;0.0;0.0;0.0;0.5;1.0;1.3;8.0;0.2;4;6;66.7;0;0;0.0;4;6;66.7;1;2;50.0;99.1;96.2;2.8;-4.1;-0.7;-4.8;-0.6;0.0;0.0;0.1;0.1;0.5;0.1;0.0;0.0;0.0;2.1;0.0;0.0;12.4;66.2;66.7;22.5;0.0;16.7
Alen Blakaj;Young Rasta Dragons;A;3.2;Wing;4.6;Receiver;2007;4;44.0;9;4;2;1;2;3;5;3;0;0;11.0;2.3;1.0;0.5;0.3;0.5;0.8;1.3;0.8;1.9;-0.7;1;7;14.3;2;8;25.0;3;15;20.0;1;1;100.0;71.0;94.6;-23.6;-3.6;-0.5;-4.2;-0.5;-0.1;0.1;0.0;0.0;-0.1;0.0;3.9;10.6;0.7;5.6;1.1;4.7;17.1;29.2;26.7;16.3;0.0;6.7
Joscha Zentgraf;Eintracht Frankfurt;B;3.8;Forward;2.4;Creator;2005;2;40.6;8;11;5;1;0;2;9;17;0;0;20.3;4.0;5.5;2.5;0.5;0.0;1.0;4.5;8.5;17.6;3.3;3;6;50.0;0;0;0.0;3;6;50.0;2;5;40.0;110.6;114.0;-3.4;-3.9;0.2;-3.7;-0.3;0.1;-0.1;0.0;0.0;10.6;5.3;11.7;44.0;2.5;17.6;1.4;0.0;11.8;50.0;50.0;19.6;14.7;33.3
Caspar Chima Okoro;KICKZ IBAM;A;3.5;Forward;4.0;Neutral;2006;4;68.6;8;10;4;2;2;4;12;10;0;0;17.2;2.0;2.5;1.0;0.5;0.5;1.0;3.0;2.5;5.2;-1.6;2;8;25.0;0;1;0.0;2;9;22.2;4;9;44.4;75.7;106.9;-31.2;-3.4;0.5;-3.0;-0.1;-0.1;0.0;-0.1;-0.1;4.6;1.2;7.2;22.1;1.0;8.8;1.5;3.1;11.3;31.7;22.2;23.6;8.6;44.4
Muhamad-Adel Soumare Medford;UBC Münster;A;3.5;Forward;3.4;Neutral;2006;2;30.1;8;5;1;1;0;5;4;7;0;0;15.1;4.0;2.5;0.5;0.5;0.0;2.5;2.0;3.5;9.1;0.5;4;4;100.0;0;0;0.0;4;4;100.0;0;3;0.0;71.1;104.0;-32.9;-4.4;-0.4;-4.7;-0.6;-0.1;0.0;-0.1;-0.1;3.6;1.8;3.7;9.4;0.2;9.0;1.6;0.0;14.0;76.9;100.0;48.4;15.0;0.0
Namori Omog;Eintracht Frankfurt;B;2.5;Wing;4.8;Receiver;2006;2;58.7;8;6;2;1;0;2;2;-4;0;0;29.3;4.0;3.0;1.0;0.5;0.0;1.0;1.0;-2.0;-2.1;-4.2;3;11;27.3;0;9;0.0;3;20;15.0;2;4;50.0;50.3;119.3;-69.0;-5.0;-0.9;-5.9;-1.9;-0.3;-0.1;-0.5;-0.3;-3.5;-1.8;2.7;8.2;1.0;6.7;1.0;0.0;19.3;18.5;15.0;8.4;4.1;10.0
Leander Werner;Niners Chemnitz Academy;A;2.4;Combo;2.7;Creator;2006;2;15.4;7;1;1;0;0;0;1;7;0;0;7.7;3.5;0.5;0.5;0.0;0.0;0.0;0.5;3.5;28.1;2.2;1;1;100.0;1;1;100.0;2;2;100.0;2;4;50.0;183.2;130.3;52.9;-4.4;-0.1;-4.5;-0.2;0.1;-0.1;0.1;0.1;5.3;2.6;8.2;24.4;0.0;3.7;0.0;0.0;11.1;97.2;125.0;0.0;0.0;100.0
Daniel Hinkov;Porsche BBA Ludwigsburg;A;4.3;Forward;3.3;Neutral;2007;1;12.4;7;4;1;0;0;1;1;7;0;0;12.4;7.0;4.0;1.0;0.0;0.0;1.0;1.0;7.0;29.1;4.3;0;1;0.0;2;4;50.0;2;5;40.0;1;2;50.0;126.6;83.0;43.6;-3.7;-0.6;-4.3;-0.1;0.1;0.0;0.1;0.4;5.8;5.8;5.4;14.0;1.0;16.6;0.0;0.0;22.0;60.3;60.0;14.5;25.5;20.0
Paul Manuel Raabe;Alba Berlin;A;2.5;Wing;3.6;Neutral;2006;5;26.9;7;2;3;1;0;4;12;3;0;0;5.4;1.4;0.4;0.6;0.2;0.0;0.8;2.4;0.6;-0.5;-2.2;2;6;33.3;0;1;0.0;2;7;28.6;3;4;75.0;75.2;97.1;-21.9;-5.5;-0.3;-5.8;-1.0;-0.1;0.0;0.0;0.0;-3.8;-0.8;8.0;22.2;0.8;4.2;1.8;0.0;19.6;40.7;28.6;31.3;9.7;42.9
Giuliano Aufiero;FC Bayern München;A;2.9;Wing;3.8;Neutral;2007;3;33.3;7;7;2;3;0;2;7;13;0;0;11.1;2.3;2.3;0.7;1.0;0.0;0.7;2.3;4.3;14.1;1.5;2;5;40.0;1;2;50.0;3;7;42.9;0;0;0.0;102.0;95.4;6.6;-3.2;0.6;-2.6;0.5;0.0;0.0;0.1;0.1;7.0;2.3;7.2;21.3;1.0;12.5;4.6;0.0;11.4;50.0;50.0;22.2;7.4;0.0
Daniel Riedrich;KICKZ IBAM;A;3.6;Forward;4.4;Receiver;2005;4;62.9;7;14;3;1;0;2;4;11;0;0;15.7;1.8;3.5;0.8;0.3;0.0;0.5;1.0;2.8;5.8;1.6;0;4;0.0;1;7;14.3;1;11;9.1;4;6;66.7;71.9;105.5;-33.6;-2.9;0.0;-2.9;0.0;-0.1;0.0;-0.1;-0.1;7.8;1.9;6.1;18.2;1.5;13.4;0.8;0.0;11.5;26.1;13.6;12.8;5.6;36.4
Joshua William Greene;FC Bayern München;A;1.5;Point;3.4;Neutral;2006;1;18.7;7;1;2;1;0;1;2;6;0;0;18.7;7.0;1.0;2.0;1.0;0.0;1.0;2.0;6.0;17.4;3.2;2;4;50.0;0;2;0.0;2;6;33.3;3;3;100.0;111.7;94.3;17.4;-3.7;0.0;-3.7;0.1;0.1;0.0;0.1;0.2;3.1;3.1;7.8;22.7;2.0;2.6;2.7;0.0;17.1;48.6;33.3;12.0;0.0;50.0
Isayah Marcin;FC Bayern München;A;2.0;Combo;3.1;Neutral;2007;2;18.7;7;1;2;0;0;3;3;5;0;0;9.3;3.5;0.5;1.0;0.0;0.0;1.5;1.5;2.5;11.4;1.1;2;3;66.7;0;1;0.0;2;4;50.0;3;3;100.0;97.6;97.3;0.2;-4.4;-0.5;-4.9;-0.5;0.0;0.0;0.0;0.1;1.1;0.6;7.5;22.7;0.7;2.8;0.0;0.0;18.1;67.3;50.0;36.0;0.0;75.0
Paul Levi Urban;Berlin Braves Baskets;B;2.7;Wing;4.3;Receiver;2005;3;61.2;7;6;3;3;0;2;10;10;0;0;20.4;2.3;2.0;1.0;1.0;0.0;0.7;3.3;3.3;5.3;-0.3;3;5;60.0;0;4;0.0;3;9;33.3;1;2;50.0;80.5;106.3;-25.8;-3.1;0.6;-2.5;0.2;0.0;0.0;-0.1;0.0;3.5;1.2;7.8;23.9;1.5;6.1;2.5;0.0;8.9;35.7;33.3;16.8;4.3;11.1
Timon Hoffmann;Baskets Paderborn;A;4.3;Forward;4.2;Receiver;2006;3;38.2;6;5;1;0;1;2;6;5;0;0;12.7;2.0;1.7;0.3;0.0;0.3;0.7;2.0;1.7;3.4;-1.0;2;7;28.6;0;0;0.0;2;7;28.6;2;3;66.7;75.0;102.2;-27.2;-4.5;-0.7;-5.3;-1.0;-0.1;0.0;0.0;0.0;1.1;0.4;3.8;9.4;0.5;7.2;0.0;2.4;11.4;36.6;28.6;19.4;7.9;28.6
Johannes Hellmann;Young Rasta Dragons;A;2.8;Wing;4.3;Receiver;2006;7;42.6;6;7;2;1;0;1;2;8;0;0;6.1;0.9;1.0;0.3;0.1;0.0;0.1;0.3;1.1;8.1;0.7;0;1;0.0;1;6;16.7;1;7;14.3;3;4;75.0;97.2;93.9;3.3;-2.6;-0.3;-2.9;0.4;0.0;0.1;0.1;0.1;6.0;0.9;6.7;19.4;2.0;9.9;1.2;0.0;9.4;34.9;21.4;10.2;5.2;42.9
Sebastian Kuhn;Porsche BBA Ludwigsburg;A;1.7;Point;2.9;Creator;2007;3;16.1;6;1;2;2;1;1;0;11;0;0;5.4;2.0;0.3;0.7;0.7;0.3;0.3;0.0;3.7;35.0;3.4;1;1;100.0;0;0;0.0;1;1;100.0;4;4;100.0;169.1;86.4;82.8;-3.6;0.6;-3.0;0.5;0.1;0.0;0.2;0.4;8.5;2.8;14.1;46.5;2.0;3.5;6.1;6.3;9.3;115.4;100.0;26.6;0.0;400.0
Niels Dübener;Bayer Giants Leverkusen;A;2.9;Wing;4.5;Receiver;2005;3;38.1;6;6;1;2;0;3;1;5;0;0;12.7;2.0;2.0;0.3;0.7;0.0;1.0;0.3;1.7;6.1;1.4;3;8;37.5;0;2;0.0;3;10;30.0;0;0;0.0;67.1;87.9;-20.8;-2.8;-0.2;-3.0;0.2;-0.1;0.1;0.0;0.0;3.5;1.2;2.8;7.6;0.3;9.4;2.6;0.0;14.5;30.0;30.0;23.1;12.3;0.0
Finley Prüver;Eintracht Frankfurt;B;1.0;Point;2.7;Creator;2006;2;8.8;6;1;0;2;0;0;2;8;0;0;4.4;3.0;0.5;0.0;1.0;0.0;0.0;1.0;4.0;57.4;3.6;0;1;0.0;2;2;100.0;2;3;66.7;0;0;0.0;197.9;89.3;108.6;-4.7;0.6;-4.1;0.1;0.1;0.0;0.1;0.5;5.5;2.8;0.0;0.0;0.0;7.4;12.9;0.0;16.5;100.0;100.0;0.0;0.0;0.0
Miles David De Koning;Sartorius Juniors;B;1.2;Point;3.6;Neutral;2005;1;17.6;6;1;1;1;0;6;0;-1;0;0;17.6;6.0;1.0;1.0;1.0;0.0;6.0;0.0;-1.0;-3.5;-1.2;2;3;66.7;0;3;0.0;2;6;33.3;2;2;100.0;52.7;116.3;-63.6;-5.0;-0.6;-5.6;-0.9;-0.2;0.0;-0.2;-0.5;-2.5;-2.5;2.6;7.6;0.2;4.5;3.2;0.0;33.0;44.1;33.3;46.5;0.0;33.3
Leopold Schmidt;Medipolis SC Jena;A;3.5;Forward;4.8;Receiver;2007;3;44.7;6;6;0;1;0;3;10;1;0;0;14.9;2.0;2.0;0.0;0.3;0.0;1.0;3.3;0.3;-3.7;-3.4;1;4;25.0;1;6;16.7;2;10;20.0;1;2;50.0;53.6;103.9;-50.3;-5.1;-0.2;-5.3;-1.2;-0.2;0.0;-0.2;-0.2;-4.3;-1.4;0.0;0.0;0.0;9.0;1.2;0.0;14.5;27.8;25.0;21.6;6.3;10.0
Elias Nold;Baskets Juniors Oldenburg;A;1.3;Point;4.1;Receiver;2005;7;58.4;6;3;5;4;1;4;6;8;0;0;8.3;0.9;0.4;0.7;0.6;0.1;0.6;0.9;1.1;6.5;0.1;2;4;50.0;0;3;0.0;2;7;28.6;2;4;50.0;74.0;99.4;-25.4;-3.0;0.7;-2.3;0.6;-0.1;0.0;0.0;0.0;5.0;0.7;10.8;36.0;1.3;3.1;3.6;2.1;9.7;34.9;28.6;31.3;4.4;28.6
Paul Schmidt;Tornados Franken;B;2.3;Combo;3.4;Neutral;2006;3;14.9;5;0;0;1;0;0;2;6;0;0;5.0;1.7;0.0;0.0;0.3;0.0;0.0;0.7;2.0;20.3;1.3;1;1;100.0;1;1;100.0;2;2;100.0;0;0;0.0;250.0;104.0;146.0;-4.3;0.1;-4.2;0.0;0.1;0.0;0.1;0.2;3.5;1.2;0.0;0.0;0.0;0.0;3.2;0.0;5.4;125.0;125.0;0.0;0.0;0.0
Darijo Kopilovic;Berlin Braves Baskets;B;2.3;Combo;4.1;Receiver;2007;3;43.1;5;4;2;3;0;4;4;5;0;0;14.4;1.7;1.3;0.7;1.0;0.0;1.3;1.3;1.7;3.4;0.3;2;5;40.0;0;1;0.0;2;6;33.3;1;2;50.0;55.1;102.5;-47.3;-4.0;0.5;-3.4;-0.1;-0.1;0.0;-0.1;-0.1;1.8;0.6;6.0;17.6;0.5;5.7;3.6;0.0;11.6;36.8;33.3;36.7;0.0;16.7
Theo Roesinger;FC Bayern München;A;2.9;Wing;3.4;Neutral;2008;1;13.1;5;1;1;0;0;0;4;5;0;0;13.1;5.0;1.0;1.0;0.0;0.0;0.0;4.0;5.0;15.9;0.8;1;2;50.0;1;2;50.0;2;4;50.0;0;0;0.0;152.5;96.8;55.7;-4.0;-0.1;-4.1;0.0;0.1;0.0;0.1;0.3;1.8;1.8;8.0;23.8;0.0;3.7;0.0;0.0;11.9;62.5;62.5;0.0;0.0;0.0
Timon Gotsis;KICKZ IBAM;A;1.5;Point;3.3;Neutral;2007;2;19.5;5;4;2;2;0;0;5;8;0;0;9.7;2.5;2.0;1.0;1.0;0.0;0.0;2.5;4.0;20.4;1.1;1;3;33.3;0;1;0.0;1;4;25.0;3;5;60.0;112.6;107.7;4.9;-4.3;0.6;-3.7;0.1;0.1;0.0;0.0;0.1;5.1;2.6;9.7;29.5;0.0;11.5;5.1;0.0;13.9;41.7;25.0;0.0;10.3;75.0
Alfons Milatz;Niners Chemnitz Academy;A;4.3;Forward;3.2;Neutral;2007;1;13.5;5;1;1;0;1;1;1;5;0;0;13.5;5.0;1.0;1.0;0.0;1.0;1.0;1.0;5.0;20.3;2.4;2;2;100.0;0;1;0.0;2;3;66.7;1;2;50.0;106.0;128.1;-22.1;-4.5;0.0;-4.5;-0.2;0.0;-0.1;0.0;-0.1;3.5;3.5;6.8;19.4;1.0;3.6;0.0;5.6;16.7;65.8;66.7;20.5;8.2;33.3
Alfred Milatz;Niners Chemnitz Academy;A;2.7;Wing;3.9;Neutral;2006;2;50.4;5;4;3;0;0;1;1;8;0;0;25.2;2.5;2.0;1.5;0.0;0.0;0.5;0.5;4.0;7.1;2.2;1;4;25.0;1;1;100.0;2;5;40.0;0;0;0.0;113.5;131.7;-18.2;-3.0;0.2;-2.9;0.0;0.1;-0.2;-0.2;-0.1;6.3;3.1;13.1;45.5;3.0;4.5;0.0;0.0;5.6;50.0;50.0;16.7;5.3;0.0
Carlos Kellner;Sartorius Juniors;B;1.9;Combo;2.4;Creator;2006;1;2.3;5;1;1;0;0;0;0;6;0;0;2.3;5.0;1.0;1.0;0.0;0.0;0.0;0.0;6.0;165.0;7.2;0;1;0.0;1;1;100.0;1;2;50.0;2;2;100.0;231.9;101.1;130.7;-4.6;-0.1;-4.7;0.0;0.2;0.0;0.2;4.1;4.5;4.5;9.2;31.7;0.0;35.0;0.0;0.0;55.6;89.3;75.0;0.0;0.0;100.0
Teis Hümmels;Sartorius Juniors;B;5.0;Big;3.9;Neutral;2005;3;23.1;4;3;1;0;2;1;4;6;0;0;7.7;1.3;1.0;0.3;0.0;0.7;0.3;1.3;2.0;8.5;0.2;2;5;40.0;0;0;0.0;2;5;40.0;0;0;0.0;87.4;105.4;-17.9;-4.2;0.2;-4.0;-0.1;0.0;0.0;0.0;0.0;2.8;0.9;5.4;16.1;1.0;8.4;0.0;9.0;11.6;40.0;40.0;16.7;5.8;0.0
Koray Grenz;FC Bayern München;A;1.1;Point;3.3;Neutral;2007;2;15.3;4;1;2;2;0;0;3;8;0;0;7.6;2.0;0.5;1.0;1.0;0.0;0.0;1.5;4.0;24.1;1.8;2;2;100.0;0;1;0.0;2;3;66.7;0;0;0.0;157.8;100.5;57.3;-3.9;0.7;-3.2;0.5;0.1;0.0;0.1;0.2;5.0;2.5;16.2;58.8;0.0;3.9;6.5;0.0;8.1;66.7;66.7;0.0;0.0;0.0
